JeffCoFacilityID,UniqueID,SchoolName,SystemCategory,AssetType,PriorityScore,ConditionSource,Unit,UnitValue,ReplacementCost,Location,Building,System,ID,Priority,Date of New Deficiency Created or Existing Modified,New RSMeans Deficiency Description,Deficiency (Scope Of Work),Qty,UoM,Cost with Inflation Factor
106,CO-1420-1861,Columbine Hills ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
306,CO-1420-1864,Columbine HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-1880,Compass Montessori,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
901,CO-1420-1869,Compass Montessori Wheat Ridge,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
307,CO-1420-1886,Conifer HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
203,CO-1420-4798,Connections Learning Center,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
107,CO-1420-1876,Coronado ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
204,CO-1420-1976,Creighton MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
308,CO-1420-2093,Dakota Ridge HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
108,CO-1420-8090,Deane ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
205,CO-1420-2130,Deer Creek MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
109,CO-1420-9432,Dennison ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
110,CO-1420-2194,Devinny ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
206,CO-1420-2288,Drake MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
207,CO-1420-2300,Dunstan MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
111,CO-1420-2322,Dutch Creek ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
112,CO-1420-2496,Edgewater ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
113,CO-1420-2550,Eiber ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
114,CO-1420-2616,Elk Creek ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
777,CO-1420-8248,Emory Elementary,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
309,CO-1420-2836,Evergreen HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
208,CO-1420-2832,Evergreen MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
209,CO-1420-2820,Everitt MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
958,CO-1420-2799,Excel Academy,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
115,CO-1420-2866,Fairmount ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
210,CO-1420-2963,Falcon Bluffs MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
778,CO-1420-2946,Fitzmorris ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
501,CO-1420-5892,Fletcher Miller Special Education School,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
116,CO-1420-3025,Foothills ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
502,CO-1420-3088,Foster Dual Language PK-8,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
503,CO-1420-3201,Free Horizon Montessori,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
117,CO-1420-3216,Fremont ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
SOLD-2,CO-1420-3450,Glennon Heights Elementary,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
310,CO-1420-3502,Golden HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
118,CO-1420-3536,Governor's Ranch ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-3691,Great Work Montessori,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
119,CO-1420-3622,Green Gables ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
779,CO-1420-3624,Green Mountain ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
311,CO-1420-3628,Green Mountain HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
120,CO-1420-3726,Hackberry Hill ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
121,CO-1420-4190,Hutchinson ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
410;411,CO-1420-4307,Irwin,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-9980,Jeffco Central Services,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-4127,Jeffco Remote Learning Program,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-0499,Jeffco Transition Services,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-4408,Jeffco Virtual Academy,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-4404,Jefferson Academy,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
902,CO-1420-4402,Jefferson Academy Elementary,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
965,CO-1420-4410,Jefferson Academy Secondary,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
122,CO-1420-6539,Jefferson County Open Elementary School,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-6541,Jefferson County Open Secondary,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
522,CO-1420-4422,Jefferson Jr-Sr HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
211,CO-1420-4548,Ken Caryl MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
123,CO-1420-4549,Kendallvue ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
124,CO-1420-4550,Kendrick Lakes ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
780,CO-1420-4802,Kullerstrand ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
125,CO-1420-4830,Kyffin ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
312,CO-1420-4942,Lakewood HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
126,CO-1420-5004,Lasley ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
127,CO-1420-5024,Lawrence ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
128,CO-1420-5036,Leawood ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-5145,Lincoln Academy,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
129,CO-1420-5222,Little ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
313,CO-1420-5623,Long View HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
130,CO-1420-5350,Lukas ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
131,CO-1420-5354,Lumberg ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
212,CO-1420-5454,Mandalay MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
213,CO-1420-5472,Manning School,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
132,CO-1420-5524,Maple Grove ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
133,CO-1420-5580,Marshdale ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
314,CO-1420-0033,McLain Community HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
134,CO-1420-5758,Meiklejohn ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
135,CO-1420-5944,Mitchell ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
781,CO-1420-5972,Molholm ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
954,CO-1420-5994,Montessori Peaks Academy,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
782,CO-1420-6090,Moore MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
136,CO-1420-6133,Mortensen ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
137,CO-1420-6135,Mount Carbon ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
955,CO-1420-6139,Mountain Phoenix Community School,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
933,CO-1420-6237,New America School,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
783,CO-1420-9154,New Classical Academy at Vivian,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
138,CO-1420-6285,Norma Anderson Early Learning Center,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
139,CO-1420-6286,Normandy ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
214,CO-1420-6330,North Arvada MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
215,CO-1420-6470,Oberon MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
140,CO-1420-6804,Parmalee ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
784,CO-1420-6806,Parr ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
141,CO-1420-6808,Patterson Elementary,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
142,CO-1420-6848,Peak Expeditionary School at Pennington,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
785,CO-1420-6828,Peck ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
786,CO-1420-6844,Peiffer ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
523,CO-1420-7114,Pomona HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
143,CO-1420-7128,Powderhorn ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
144,CO-1420-7190,Prospect Valley ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
145,CO-1420-7238,Ralston ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
315,CO-1420-7239,Ralston Valley HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
146,CO-1420-7282,Red Rocks ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
959,CO-1420-7462,Rocky Mountain Academy of Evergreen,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
962,CO-1420-5415,Rocky Mountain Deaf School,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
147,CO-1420-7483,Rooney Ranch ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
148,CO-1420-7468,Rose Stein International ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
149,CO-1420-7529,Ryan ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
150,CO-1420-7708,Secrest ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
151,CO-1420-7753,Semper ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
152,CO-1420-7780,Shaffer ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
153,CO-1420-7833,Shelton ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
SOLD-3,CO-1420-4478,Sheridan Green Elementary,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
154,CO-1420-7870,Sierra ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
155,CO-1420-7962,Slater ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
504,CO-1420-8036,Sobesky Academy,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
156,CO-1420-8102,South Lakewood ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
316,CO-1420-8209,Standley Lake HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
157,CO-1420-8223,Stevens ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
158,CO-1420-8276,Stober ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
159,CO-1420-8280,Stony Creek ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
160,CO-1420-8300,Stott ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
216,CO-1420-8381,Summit Ridge MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
161,CO-1420-8432,Swanson ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
SOLD-4,CO-1420-8834,Thomson Elementary,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
511,CO-1420-8856,Three Creeks K-8,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
,CO-1420-8793,Two Roads Charter School,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
162,CO-1420-9008,Ute Meadows ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
163,CO-1420-9052,Van Arsdale ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
164,CO-1420-9058,Vanderhoof ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
165,CO-1420-9232,Warder ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
401,CO-1420-9234,Warren Tech Central,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
402,CO-1420-9245,Warren Tech North,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
403,CO-1420-1001,Warren Tech South,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
217,CO-1420-9299,Wayne Carle MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
166,CO-1420-9328,Weber ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
167,CO-1420-9342,Welchester ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
168,CO-1420-9424,West Jefferson ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
218,CO-1420-9428,West Jefferson MS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
169,CO-1420-9429,West Woods ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
170,CO-1420-9412,Westgate ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
171,CO-1420-9490,Westridge ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
317,CO-1420-9510,Wheat Ridge HS,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
787,CO-1420-9638,Wilmore-Davis ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
172,CO-1420-9648,Wilmot ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
788,CO-1420-9678,Witt ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
956,CO-1420-9427,Woodrow Wilson Academy,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
789,CO-1420-2189,Zerger ES,02.4_InformationTechnologyProjects,,,02.4 Information Technology Projects,,,,,,,,,,,,,,
