"JeffCoFacilityID","UniqueID","SchoolName","SystemCategory","AssetType","PriorityScore","ConditionSource","Unit","UnitValue","ReplacementCost","Location","Building","System","ID","Priority","Date of New Deficiency Created or Existing Modified","New RSMeans Deficiency Description","Deficiency (Scope Of Work)","Qty","UoM","Cost with Inflation Factor"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","200","229.75","Coronado ES","Main Bldg.","Interior","14921","4","","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repainting","200","SF Wall","$229.75"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","Specialties","3","02.2 Facilities Deficiency Projects","Ea.","19","45690.09","Coronado ES","Main Bldg.","Specialties","14922","3","","Replace Existing Standard Toilet Compartment","Interior Toilet Partition Require Repair Or Replacement","19","Ea.","$45,690.09"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","200","4573.10","Coronado ES","Main Bldg.","Interior","14923","4","","Replace Existing Ceramic Tile - Walls","Interior Ceramic Walls Require Repair Or Replacement","200","SF Wall","$4,573.10"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","12","143714.51","Coronado ES","Main Bldg.","HVAC","14932","3","","Replace Existing Exhaust Hood","The 4 X 6 Exhausts/Ventilators Are Missing/Damaged And Require Replacement","12","Ea.","$143,714.51"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","SF","650","7600.45","Coronado ES","Main Bldg.","HVAC","14934","4","","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","650","SF","$7,600.45"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","1","72992.15","Coronado ES","Main Bldg.","HVAC","14935","3","","Install New Make Up Air Unit","Kitchen Air/Exhaust is missing and is needed","1","Ea.","$72,992.15"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","SF","46344","136785.47","Coronado ES","Main Bldg.","HVAC","14937","3","","Replace Existing Automated Building Systems Controls","Controls Are Inadequate And Should Be Replaced With DDC Controls","46344","SF","$136,785.47"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","Ea.","1","91040.84","Coronado ES","Main Bldg.","HVAC","14938","2","","Replace Existing Kitchen Exhaust Hood","Kitchen Fire Suppression Hood Requires Replacement","1","Ea.","$91,040.84"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","TonAC","3","18414.55","Coronado ES","Main Bldg.","HVAC","14940","2","","Replace Existing DX Package Unit","The Package Unit HVAC Component Is Damaged And Requires Replacement","3","TonAC","$18,414.55"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","MBH","2100","81634.18","Coronado ES","Main Bldg.","HVAC","14941","2","","Replace Existing Boiler System","The Boiler HVAC Component Is Damaged And Requires Replacement","2100","MBH","$81,634.18"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","2","138916.06","Coronado ES","Main Bldg.","HVAC","14942","3","","Replace Existing Chilller Pumps","Large circulating pumps require replacement","2","Ea.","$138,916.06"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","Plumbing","2","02.2 Facilities Deficiency Projects","Gal","85","21530.63","Coronado ES","Main Bldg.","Plumbing","14943","2","","Replace Existing Water Heater","The Gas Water Heater Plumbing Fixtures Are Damaged And Should Be Replaced","85","Gal","$21,530.63"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","Electrical","3","02.2 Facilities Deficiency Projects","Ea.","19","31859.24","Coronado ES","Main Bldg.","Electrical","14947","3","","Replace Existing Building Mounted Exterior Lighting","The Mounted Building Lighting Is Missing And Needed","19","Ea.","$31,859.24"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","4477.87","Coronado ES","Site Level Deficiencies","Site","14956","4","","Replace Existing Exterior Concrete Curb Cut","The Curb Ramp Does Not Meet Minimum ADA Compliance Requirements","1","Ea.","$4,477.87"
"107","CO-1420-1876","Coronado ES","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","Door","1","607.53","Coronado ES","Storage","Exterior","14959","4","","Replace Existing Exterior Door Hardware","The Exterior Entry Door Threshold Exceeds The Maximum Threshold Height","1","Door","$607.53"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","12658.28","West Area Transportation Center","Site Level Deficiencies","Site","15219","4","3/25/2024","Replace Existing Site Marquee","Site Marquee Is Damaged And Requires Replacement","1","Ea.","$12,658.28"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","LF","1000","63000.00","West Area Transportation Center","Site Level Deficiencies","Site","15221","2","3/25/2024","Replace Existing New Custom Fence/Gate - Metal","Fencing Is Damaged And Should Be Replaced (Ornamental Fence)","1000","LF","$63,000.00"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","40","8214.65","West Area Transportation Center","Site Level Deficiencies","Site","15222","4","3/25/2024","Install New Stormwater Drainage System","Site Drainage is Inadequate and Installation of Drainage Piping","40","LF","$8,214.65"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","CAR","3","21000.00","West Area Transportation Center","Site Level Deficiencies","Site","15225","3","3/25/2024","Replace Existing Exterior Concrete Paving","Concrete Paving Is Damaged And Requires Replacement","3","CAR","$21,000.00"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","3000","56000.00","West Area Transportation Center","Site Level Deficiencies","Site","15227","3","3/25/2024","Replace Existing Concrete Paving","Concrete Walks Are Damaged And Require Replacement","3000","SF","$56,000.00"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","SQFT","500","8284.98","West Area Transportation Center","Site Level Deficiencies","Site","15232","2","3/25/2024","Replace Existing Concrete Paving","The Existing Sidewalk Is Cracked And Poses A Hazard To Accessibility","500","SQFT","$8,284.98"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","2400","6044.44","West Area Transportation Center","Main Bldg.","Exterior","15234","4","3/25/2024","Paint Building Exterior Components","The Exterior Requires Painting","2400","SF Wall","$6,044.44"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Interior","2","02.2 Facilities Deficiency Projects","Door","1","34629.60","West Area Transportation Center","Main Bldg.","Interior","15235","2","3/25/2024","Replace Existing Exterior Steel Door and Frame","The Metal Exterior Door Is Damaged And Requires Replacement","1","Door","$34,629.60"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Exterior","2","02.2 Facilities Deficiency Projects","Ea.","16","38728.82","West Area Transportation Center","Main Bldg.","Exterior","15236","2","3/25/2024","Replace Existing Exterior Windows","The Steel Window Is Damaged And Requires Replacement","16","Ea.","$38,728.82"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","10","2510.23","West Area Transportation Center","Main Bldg.","Specialties","15238","4","3/25/2024","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Counter Heights Exceed Maximum ADA Height Requirements","10","LF","$2,510.23"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","400","1378.55","West Area Transportation Center","Main Bldg.","Interior","15241","4","3/25/2024","Paint Existing Interior Ceiling","The Gypboard Ceilings Are Damaged And Requires Repainting","400","SF","$1,378.55"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","4000","11200.00","West Area Transportation Center","Main Bldg.","Interior","15242","4","3/25/2024","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repainting","4000","SF Wall","$11,200.00"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","Ea.","4","9618.97","West Area Transportation Center","Main Bldg.","Specialties","15244","4","3/25/2024","Replace Existing Standard Toilet Compartment","Interior Toilet Partition Require Repair Or Replacement","4","Ea.","$9,618.97"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","100","2286.55","West Area Transportation Center","Main Bldg.","Interior","15245","4","3/25/2024","Replace Existing Ceramic Tile - Walls","Interior Ceramic Walls Require Repair Or Replacement","100","SF Wall","$2,286.55"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","400","16800.00","West Area Transportation Center","Main Bldg.","Interior","15247","4","3/25/2024","Replace Existing VCT Flooring","The Vinyl Composition Tile Flooring Is Damaged And Requires Replacement: Remove and Use Polished Concrete","400","SF","$16,800.00"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","Door","17","31089.53","West Area Transportation Center","Main Bldg.","Interior","15248","3","3/25/2024","Replace Existing Interior Wood Door","Interior Doors Require Replacement","17","Door","$31,089.53"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","30","17062.95","West Area Transportation Center","Main Bldg.","Specialties","15249","4","3/25/2024","Replace Existing Fixed Casework - Base Cabinet","The Base Storage Cabinets Require Replacement","30","LF","$17,062.95"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","30","8330.99","West Area Transportation Center","Main Bldg.","Specialties","15250","4","3/25/2024","Replace Existing Fixed Casework - Wall Mounted Upper Cabinets","The Upper Storage Cabinets Require Replacement","30","LF","$8,330.99"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","200","38175.41","West Area Transportation Center","Main Bldg.","Specialties","15251","4","3/25/2024","Replace Existing Fixed Casework - Fixed Open Shelving","The Fixed Shelving Storage Cabinets Require Replacement","200","LF","$38,175.41"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","MBH","3","7628.46","West Area Transportation Center","Main Bldg.","HVAC","15255","2","3/25/2024","Replace Existing Residential Furnace","The Furnaces HVAC Component Is Damaged And Requires Replacement","3","MBH","$7,628.46"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Interior","2","02.2 Facilities Deficiency Projects","Door","2","49000.00","West Area Transportation Center","Bus Wash","Interior","15269","2","3/25/2024","Replace Existing Exterior Steel Door and Frame","The Metal Exterior Door Is Damaged And Requires Replacement","2","Door","$49,000.00"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Exterior","2","02.2 Facilities Deficiency Projects","Door","2","12084.46","West Area Transportation Center","Bus Wash","Exterior","15270","2","3/25/2024","Replace Existing Exterior Overhead Door and Assembly","The Overhead Door Is Damaged And Requires Replacement","2","Door","$12,084.46"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","MBH","8","20342.55","West Area Transportation Center","Bus Wash","HVAC","15274","2","3/25/2024","Replace Existing Residential Furnace","The Furnaces HVAC Component Is Damaged And Requires Replacement","8","MBH","$20,342.55"
"742","West Area Transportation Center","West Area Transportation Center","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","SQFT","400","6627.96","West Area Transportation Center","Site Level Deficiencies","Site","15279","2","3/25/2024","Replace Existing Concrete Paving","The Existing Sidewalk Is Cracked And Poses A Hazard To Accessibility","400","SQFT","$6,627.96"
"788","CO-1420-9678","Witt ES","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF","9500","33790.09","Witt ES","Main Bldg.","Exterior","15443","4","10/10/2022","Paint Existing Exterior Surfaces","Paint/Protective Coating requires replacement","9500","SF","$33,790.09"
"312","CO-1420-4942","Lakewood HS","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","40","2651.07","Lakewood HS","Main Bldg.","Stairs and Elevators","15453","4","","Replace Existing Metal Handrail/Guardrail","The Handrails In The Stair Area Are Not ADA Compliant","40","LF","$2,651.07"
