"JeffCoFacilityID","UniqueID","SchoolName","SystemCategory","AssetType","PriorityScore","ConditionSource","Unit","UnitValue","ReplacementCost","Location","Building","System","ID","Priority","Date of New Deficiency Created or Existing Modified","New RSMeans Deficiency Description","Deficiency (Scope Of Work)","Qty","UoM","Cost with Inflation Factor"
"779","CO-1420-3624","Green Mountain ES","08_Facilities Deficiency","Roofing","3","02.2 Facilities Deficiency Projects","Ea.","1","9664.26","Green Mountain ES","Main Bldg.","Roofing","8","3","5/1/2024","Replace Existing Roof Access Hatch","The Roof Operable Hatch Is Damaged And Requires Replacement","1","Ea.","$9,664.26"
"779","CO-1420-3624","Green Mountain ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","14600","153209.76","Green Mountain ES","Main Bldg.","Interior","44","4","9/9/2022","Replace Existing Suspended Acoustical Tile Ceiling System","The Suspended Ceiling Grid and Tiles Are Damaged And Require Replacement","14600","SF","$153,209.76"
"779","CO-1420-3624","Green Mountain ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","18000","20678.35","Green Mountain ES","Main Bldg.","Interior","47","4","9/9/2022","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repainting","18000","SF Wall","$20,678.35"
"779","CO-1420-3624","Green Mountain ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","Ea.","2","14000.00","Green Mountain ES","Main Bldg.","Specialties","48","4","9/9/2022","Replace Existing Standard Toilet Compartment","Interior Toilet Partition Require Repair Or Replacement","2","Ea.","$14,000.00"
"779","CO-1420-3624","Green Mountain ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","500","5257.95","Green Mountain ES","Site Level Deficiencies","Site","94","3","9/9/2022","Replace Existing Concrete Curb and Gutter","LC: The Site / Curb, Ramp, and Gutter / Concrete system is beyond its useful life.","500","LF","$5,257.95"
"151","CO-1420-7753","Semper ES","08_Facilities Deficiency","Specialties","3","02.2 Facilities Deficiency Projects","SF","480","93980.43","Semper ES","Main Bldg.","Specialties","148","3","1/11/2023","Replace Existing Demountable/Operable Partition with Gyp Board Wall","Moveable Partitions Are Damaged And Require Replacement","480","SF","$93,980.43"
"151","CO-1420-7753","Semper ES","08_Facilities Deficiency","Electrical","4","02.2 Facilities Deficiency Projects","Amps","480","5694.50","Semper ES","Main Bldg.","Electrical","149","4","1/11/2023","Install New Electrical Circuit Capacity","The Electrical Circuit Capacity Is Inadequate","480","Amps","$5,694.50"
"301","CO-1420-0370","Arvada HS","08_Facilities Deficiency","Roofing","2","02.2 Facilities Deficiency Projects","LF","1000","19958.78","Arvada HS","Main Bldg.","Roofing","162","2","","Replace Existing Sheet Metal  Flashing","Thru-Wall Flashing At Rise-Wall Should Be Raised And Reflashed","1000","LF","$19,958.78"
"301","CO-1420-0370","Arvada HS","08_Facilities Deficiency","Roofing","4","02.2 Facilities Deficiency Projects","LF","15","2597.39","Arvada HS","Main Bldg.","Roofing","164","4","","Reflash Existing Roof Parapet","Parapets are Too Low and Require Reflashing","15","LF","$2,597.39"
"743","North Area Transportation Center - Indiana","North Area Transportation Center - Indiana","08_Facilities Deficiency","Roofing","3","02.2 Facilities Deficiency Projects","Ea.","1","3645.22","North Area Transportation Center - Indiana","Main Bldg.","Roofing","239","3","5/1/2024","Install New Roof Drain and Piping","Drains And Piping Are Needed To Eliminate Ponding","1","Ea.","$3,645.22"
"743","North Area Transportation Center - Indiana","North Area Transportation Center - Indiana","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","957","26199.04","North Area Transportation Center - Indiana","Transportable","Roofing","242","1","5/1/2024","Replace Existing Metal Roofing System","The Metal Roof Structural Roof Covering Is Damaged And Requires Replacement","957","SF","$26,199.04"
"743","North Area Transportation Center - Indiana","North Area Transportation Center - Indiana","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","957","26199.04","North Area Transportation Center - Indiana","Transportable","Roofing","243","1","5/1/2024","Replace Existing Metal Roofing System","The Metal Roof Structural Roof Covering Is Damaged And Requires Replacement","957","SF","$26,199.04"
"142","CO-1420-6848","Peak Expeditionary School at Pennington","08_Facilities Deficiency","Roofing","3","02.2 Facilities Deficiency Projects","LF","22","967.72","Peak Expeditionary School at Pennington","Main Bldg.","Roofing","252","3","","Replace Existing Metal Downspouts","The Metal Downspouts Are Damaged Or Missing And Requires Replacement","22","LF","$967.72"
"142","CO-1420-6848","Peak Expeditionary School at Pennington","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","20","354.87","Peak Expeditionary School at Pennington","Transportable","Roofing","259","1","","Replace Existing Shingle/Shake Roofing System","The Asphalt Shingles Roof Covering Is Damaged And Requires Replacement","20","SF","$354.87"
"307","CO-1420-1886","Conifer HS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","Seat","1500","357894.46","Conifer HS","Site Level Deficiencies","Site","325","3","","Replace Existing Outdoor Bleachers","Bleachers Are Damaged And Require Replacement","1500","Seat","$357,894.46"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","LF","550","73629.09","Adams ES","Site Level Deficiencies","Site","329","2","8/2/2024","Replace Existing New Custom Fence/Gate - Metal","Fencing Is Damaged And Should Be Replaced (Ornamental Fence)","550","LF","$73,629.09"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","600","7520.20","Adams ES","Main Bldg.","Interior","341","4","8/2/2024","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repair","600","SF Wall","$7,520.20"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","4477.87","Adams ES","Site Level Deficiencies","Site","344","4","8/2/2024","Replace Existing Exterior Concrete Curb Cut","The Curb Ramp Does Not Meet Minimum ADA Compliance Requirements","1","Ea.","$4,477.87"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Ea.","4","67337.17","Adams ES","Main Bldg.","Interior","349","4","8/2/2024","Replace Existing Interior Doors and Frames","The Doorway Does Not Have 18"" Minimum Pull Side Clearance And Requires A Power Assist Door Mechanism","4","Ea.","$67,337.17"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","2","7593.11","Adams ES","Main Bldg.","Plumbing","350","4","8/2/2024","Replace Existing Standard Toilet Partition","The Existing Toilet Stall Does Not Meet Minimum ADA Requirements","2","Ea.","$7,593.11"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","Stairs and Elevators","1","02.2 Facilities Deficiency Projects","LF","80","92236.03","Adams ES","Main Bldg.","Stairs and Elevators","352","1","8/2/2024","Install New Exterior Concrete Ramp","The Exterior Ramp is not ADA Compliant","80","LF","$92,236.03"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","100","6627.67","Adams ES","Main Bldg.","Stairs and Elevators","353","4","8/2/2024","Replace Existing Metal Handrail/Guardrail","The Handrails In The Stair Area Are Not ADA Compliant","100","LF","$6,627.67"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","SF","750","8769.74","Adams ES","Main Bldg.","HVAC","357","4","8/2/2024","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","750","SF","$8,769.74"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","1","72992.15","Adams ES","Main Bldg.","HVAC","358","3","8/2/2024","Install New Make Up Air Unit","Kitchen Air/Exhaust is missing and is needed","1","Ea.","$72,992.15"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","Ea.","1","91040.84","Adams ES","Main Bldg.","HVAC","359","2","8/2/2024","Replace Existing Kitchen Exhaust Hood","Kitchen Fire Suppression Hood Requires Replacement","1","Ea.","$91,040.84"
"101","CO-1420-0030","Adams ES","08_Facilities Deficiency","Structure","4","02.2 Facilities Deficiency Projects","SF","100","3260.81","Adams ES","Storage","Structure","366","4","8/2/2024","Replace Existing Wood Structural Sub-flooring ","The Wood Flooring Is Damaged And Requires Replacement","100","SF","$3,260.81"
"103","CO-1420-0779","Bergen Valley ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","105000.00","Bergen Valley ES","Site Level Deficiencies","Site","390","4","11/8/2022","Replace Existing Site Marquee","Site Marquee Is Damaged And Requires Replacement","1","Ea.","$105,000.00"
"103","CO-1420-0779","Bergen Valley ES","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","SF","15000","24238.35","Bergen Valley ES","Site Level Deficiencies","Site","393","2","11/8/2022","Regrade Existing Site Area","Site Drainage is Inadequate and Requires Regrading","15000","SF","$24,238.35"
"103","CO-1420-0779","Bergen Valley ES","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","LS","1","140000.00","Bergen Valley ES","Main Bldg.","HVAC","407","4","11/8/2022","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","1","LS","$140,000.00"
"512","CO-1420-0950","Bradford K-8 South","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","116","21000.00","Bradford K-8 South","Site Level Deficiencies","Site","419","3","3/18/2024","Replace Existing Asphalt Parking Lot/Drive","Asphalt Paving Is Damaged And Requires Replacement - Curb and Gutter need to be replaced","116","LF","$21,000.00"
"512","CO-1420-0950","Bradford K-8 South","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","SF","7500","7548.20","Bradford K-8 South","Site Level Deficiencies","Site","423","4","3/18/2024","Seal Coat and Stripe Existing Asphalt Paving","Paved Play Requires Recoating And Resurfacing","7500","SF","$7,548.20"
"512","CO-1420-0950","Bradford K-8 South","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","64","671.61","Bradford K-8 South","Main Bldg.","Interior","429","4","3/18/2024","Replace Existing Suspended Acoustical Tile Ceiling System","The Suspended Ceiling Grid and Tiles Are Damaged And Require Replacement","64","SF","$671.61"
"512","CO-1420-0950","Bradford K-8 South","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","3000","37601.00","Bradford K-8 South","Main Bldg.","Interior","430","4","3/18/2024","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repair","3000","SF Wall","$37,601.00"
"512","CO-1420-0950","Bradford K-8 South","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","2","7593.11","Bradford K-8 South","Main Bldg.","Plumbing","434","4","3/18/2024","Replace Existing Standard Toilet Partition","The Existing Toilet Stall Does Not Meet Minimum ADA Requirements","2","Ea.","$7,593.11"
"512","CO-1420-0950","Bradford K-8 South","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","SF","1190","13914.66","Bradford K-8 South","Main Bldg.","HVAC","436","4","3/18/2024","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","1190","SF","$13,914.66"
"129","CO-1420-5222","Little ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","CAR","64","254924.22","Little ES","Site Level Deficiencies","Site","449","3","","Replace Existing Asphalt Parking Lot/Drive","Asphalt Paving Is Damaged And Requires Replacement","64","CAR","$254,924.22"
"129","CO-1420-5222","Little ES","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","1200","26819.42","Little ES","Main Bldg.","Exterior","453","4","","Replace Existing Exterior Stucco Finish","The Stucco Exterior Is Damaged And Requires Replacement","1200","SF Wall","$26,819.42"
"129","CO-1420-5222","Little ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Door","2","3220.03","Little ES","Main Bldg.","Interior","457","4","","Replace Existing Interior Wood Door and Metal Frame","The Existing Door Width Does Not Meet The Minimum 32"" Width ADA Requirement","2","Door","$3,220.03"
"129","CO-1420-5222","Little ES","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","2","7593.11","Little ES","Main Bldg.","Plumbing","458","4","","Replace Existing Standard Toilet Partition","The Existing Toilet Stall Does Not Meet Minimum ADA Requirements","2","Ea.","$7,593.11"
"129","CO-1420-5222","Little ES","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","2","1789.47","Little ES","Main Bldg.","Plumbing","459","4","","Replace Existing Toilet Accessory - ADA Grab Bars","The Restroom Grab Bars are not ADA Compliant","2","Ea.","$1,789.47"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","40","28366.45","Lukas ES","Site Level Deficiencies","Site","477","3","10/10/2022","Replace Existing Retaining Wall - Masonry","Fencing Is Damaged And Should Be Repaired (Retaining Wall)","40","LF","$28,366.45"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","20","4642.47","Lukas ES","Site Level Deficiencies","Site","478","4","10/10/2022","Replace Existing Retaining Wall - Masonry","Fencing Is Damaged And Should Be Repaired (Brick)","20","LF","$4,642.47"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","100","13387.11","Lukas ES","Site Level Deficiencies","Site","479","4","10/10/2022","Replace Existing New Custom Fence/Gate - Metal","Fencing Is Damaged And Should Be Replaced (Ornamental Fence)","100","LF","$13,387.11"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","2000","38629.43","Lukas ES","Site Level Deficiencies","Site","482","3","10/10/2022","Replace Existing Concrete Paving","Concrete Walks Are Damaged And Require Replacement","2000","SF","$38,629.43"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","SF","7500","7527.46","Lukas ES","Site Level Deficiencies","Site","485","4","10/10/2022","Seal Coat and Stripe Existing Asphalt Paving","Paved Play Requires Recoating And Resurfacing","7500","SF","$7,527.46"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","3732.48","Lukas ES","Site Level Deficiencies","Site","486","4","10/10/2022","Replace Existing Exterior Concrete Curb Cut","The Curb Ramp Does Not Meet Minimum ADA Compliance Requirements","1","Ea.","$3,732.48"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","SQFT","200","3248.15","Lukas ES","Site Level Deficiencies","Site","487","2","10/10/2022","Replace Existing Concrete Paving","The Existing Sidewalk Is Cracked And Poses A Hazard To Accessibility","200","SQFT","$3,248.15"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","15000","18888.87","Lukas ES","Main Bldg.","Interior","492","4","10/10/2022","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repainting","15000","SF Wall","$18,888.87"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","Ea.","20","23267.55","Lukas ES","Main Bldg.","Interior","494","3","10/10/2022","Replace Existing Interior Door Harware","The Interior Door Hardware is Damaged and Requires Replacement","20","Ea.","$23,267.55"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","2","7593.11","Lukas ES","Main Bldg.","Plumbing","495","4","10/10/2022","Replace Existing Standard Toilet Partition","The Existing Toilet Stall Does Not Meet Minimum ADA Requirements","2","Ea.","$7,593.11"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","100","6627.67","Lukas ES","Main Bldg.","Stairs and Elevators","498","4","10/10/2022","Replace Existing Metal Handrail/Guardrail","The Handrails In The Stair Area Are Not ADA Compliant","100","LF","$6,627.67"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","SF","20000","25627.01","Lukas ES","Site Level Deficiencies","Site","500","4","10/10/2022","Install New Ornamental Lawn","Sodding is missing and is needed","20000","SF","$25,627.01"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Interior","2","02.2 Facilities Deficiency Projects","Door","4","25513.63","Lukas ES","Main Bldg.","Interior","502","2","10/10/2022","Replace Existing Exterior Steel Door and Frame","The Metal Exterior Door Is Damaged And Requires Replacement","4","Door","$25,513.63"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","CFM","50000","226979.87","Lukas ES","Main Bldg.","HVAC","505","2","10/10/2022","Replace Existing Roof Air Handling Unit","The Roof Air Handler/Exhaust is Damaged And Requires Replacement","50000","CFM","$226,979.87"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","SF","500","5846.50","Lukas ES","Main Bldg.","HVAC","506","4","10/10/2022","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","500","SF","$5,846.50"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","1","72992.15","Lukas ES","Main Bldg.","HVAC","507","3","10/10/2022","Install New Make Up Air Unit","Kitchen Air/Exhaust is missing and is needed","1","Ea.","$72,992.15"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","Electrical","3","02.2 Facilities Deficiency Projects","Ea.","2","677.28","Lukas ES","Main Bldg.","Electrical","511","3","10/10/2022","Replace Existing Building Mounted Exterior Lighting","The Mounted Building Lighting Is Damaged And Should Be Repaired","2","Ea.","$677.28"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","2","26578.22","Moore MS","Site Level Deficiencies","Site","519","4","","Replace Existing Chain Link Fence/Gate - 6 ft.","Gate Is Damaged And Requires Replacement","2","Ea.","$26,578.22"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","2","23967.89","Moore MS","Site Level Deficiencies","Site","527","4","","Replace Existing Baseball/Softball Backstops","Backstops Are Damaged And Require Replacement","2","Ea.","$23,967.89"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF","200","6784.13","Moore MS","Main Bldg.","Exterior","529","4","","Replace Existing Exterior Soffit","The Exterior Soffit Is Damaged And Requires Replacement","200","SF","$6,784.13"
"782","CO-1420-6090","Moore MS","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","Ea.","8","16447.68","Moore MS","Main Bldg.","HVAC","533","4","","Remove Abandoned HVAC Equipment","HVAC Equipment is Abandoned and Requires Removal","8","Ea.","$16,447.68"
"112","CO-1420-2496","Edgewater ES","08_Facilities Deficiency","Roofing","2","02.2 Facilities Deficiency Projects","Ea.","2","4853.45","Edgewater ES","Main Bldg.","Roofing","586","2","5/1/2024","Replace Existing Skylight","Skylight is Damaged and Requires Replacement","2","Ea.","$4,853.45"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","1200","1657.05","Standley Lake HS","Site Level Deficiencies","Site","602","3","","Regrade Existing Site Area","Site Drainage is Inadequate and Requires Regrading","1200","SF","$1,657.05"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Site","1","02.2 Facilities Deficiency Projects","Seat","12","2399.22","Standley Lake HS","Site Level Deficiencies","Site","607","1","","Replace Existing Outdoor Bleachers","Bleachers Are Damaged And Require Replacement","12","Seat","$2,399.22"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","5550","13977.77","Standley Lake HS","Main Bldg.","Exterior","613","4","","Paint Building Exterior Components","The Exterior Requires Painting","5550","SF Wall","$13,977.77"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","72","623.53","Standley Lake HS","Main Bldg.","Interior","616","4","","Replace Existing Suspended Acoustical Tile Ceiling System","The Acoustical Ceilings Tiles Are Damaged And Require Replacement","72","SF","$623.53"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","72822","764180.89","Standley Lake HS","Main Bldg.","Interior","617","4","","Replace Existing Suspended Acoustical Tile Ceiling System","The Suspended Ceiling Grid and Tiles Are Damaged And Require Replacement","72822","SF","$764,180.89"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","2405","7588.27","Standley Lake HS","Main Bldg.","Interior","618","4","","Repaint Existing Interior Surfaces","The Exposed Ceilings Are Damaged And Requires Repainting","2405","SF","$7,588.27"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","Ea.","48","115427.59","Standley Lake HS","Main Bldg.","Specialties","619","4","","Replace Existing Standard Toilet Compartment","Interior Toilet Partition Require Repair Or Replacement","48","Ea.","$115,427.59"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","1428","32651.91","Standley Lake HS","Main Bldg.","Interior","620","4","","Replace Existing Ceramic Tile - Walls","Interior Ceramic Walls Require Repair Or Replacement","1428","SF Wall","$32,651.91"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","76594","576816.58","Standley Lake HS","Main Bldg.","Interior","621","4","","Replace Existing Carpet","The Carpet Flooring Is Damaged And Requires Replacement","76594","SF","$576,816.58"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","14000","179403.20","Standley Lake HS","Main Bldg.","Interior","622","4","","Replace Existing VCT Flooring","The Vinyl Composition Tile Flooring Is Damaged And Requires Replacement","14000","SF","$179,403.20"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","1845","46317.77","Standley Lake HS","Main Bldg.","Interior","623","4","","Replace Existing Ceramic Tile Flooring","The Ceramic Tile Flooring Is Damaged And Requires Replacement","1845","SF","$46,317.77"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","10","465.77","Standley Lake HS","Main Bldg.","Interior","624","4","","Replace Existing Quarry Tile Flooring","The Stone/Quarry Flooring Is Damaged And Requires Replacement","10","SF","$465.77"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","4000","12725.13","Standley Lake HS","Main Bldg.","Interior","625","4","","Replace Existing Epoxy Flooring with Ceramic Tile ","The Concrete Flooring Requires Repair or Repainting","4000","SF","$12,725.13"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Door","20","7225.05","Standley Lake HS","Main Bldg.","Interior","626","4","","Refinish Existing Interior Wood Door","Interior Doors Require Refinishing","20","Door","$7,225.05"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Door","210","75863.02","Standley Lake HS","Main Bldg.","Interior","627","4","","Refinish Existing Interior Wood Door","Interior Doors Require Refinishing","210","Door","$75,863.02"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","Door","210","384047.26","Standley Lake HS","Main Bldg.","Interior","628","3","","Replace Existing Interior Wood Door","Interior Doors Require Replacement","210","Door","$384,047.26"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","104","59151.55","Standley Lake HS","Main Bldg.","Specialties","629","4","","Replace Existing Fixed Casework - Base Cabinet","The Base Storage Cabinets Require Replacement","104","LF","$59,151.55"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Specialties","1","02.2 Facilities Deficiency Projects","Seat","14","9897.33","Standley Lake HS","Main Bldg.","Specialties","630","1","","Replace Existing Telescoping Bleachers","Bleachers Are Damaged And Require Replacement","14","Seat","$9,897.33"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","SF","2200","430743.66","Standley Lake HS","Main Bldg.","Specialties","632","4","","Replace Existing Demountable/Operable Partition with Gyp Board Wall","Moveable Partitions Are Damaged And Require Replacement","2200","SF","$430,743.66"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","14","3514.32","Standley Lake HS","Main Bldg.","Specialties","634","4","","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Counter Heights Exceed Maximum ADA Height Requirements","14","LF","$3,514.32"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","6","5368.41","Standley Lake HS","Main Bldg.","Plumbing","636","4","","Replace Existing Toilet Accessory - ADA Grab Bars","The Restroom Grab Bars are not ADA Compliant","6","Ea.","$5,368.41"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","560","223927.05","Standley Lake HS","Main Bldg.","Stairs and Elevators","638","4","","Replace Existing Metal Handrail/Guardrail","The Handrails In The Stair Area Are Not ADA Compliant","560","LF","$223,927.05"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","CFM","24000","108950.34","Standley Lake HS","Main Bldg.","HVAC","641","2","","Replace Existing Roof Air Handling Unit","The Roof Air Handler/Exhaust is Damaged And Requires Replacement","24000","CFM","$108,950.34"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SF","193603","3830883.27","Standley Lake HS","Main Bldg.","HVAC","642","2","","Replace Existing Building-Wide HVAC System","Complete HVAC System-wide Replacement","193603","SF","$3,830,883.27"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","Ea.","2","3289.54","Standley Lake HS","Main Bldg.","HVAC","644","4","","Remove Abandoned HVAC Equipment","HVAC Equipment is Abandoned and Requires Removal","2","Ea.","$3,289.54"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","2","2631.31","Standley Lake HS","Main Bldg.","Plumbing","645","4","","Replace Existing Drinking Fountain","The Refrigerated Water Cooler is Damaged And Should Be Repaired","2","Ea.","$2,631.31"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","19","59675.41","Standley Lake HS","Main Bldg.","Plumbing","646","4","","Replace Existing Stainless Steel Sink","The Class Room Lavatories Plumbing Fixtures Are Damaged And Should Be Replaced","19","Ea.","$59,675.41"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Plumbing","3","02.2 Facilities Deficiency Projects","LF","115","5946.92","Standley Lake HS","Main Bldg.","Plumbing","649","3","","Replace Existing Domestic Cold Water Piping","The Domestic Water Piping System is Damaged And Requires Repairs","115","LF","$5,946.92"
