JeffCoFacilityID,UniqueID,SchoolName,SystemCategory,AssetType,PriorityScore,ConditionSource,ReplacementCost
101,CO-1420-0030,Adams ES,00_general,ADA compliance,,,
101,CO-1420-0030,Adams ES,01_new construction,Demolition,,,
101,CO-1420-0030,Adams ES,01_new construction,New construction ES,,,
101,CO-1420-0030,Adams ES,01_new construction,New construction HS,,,
101,CO-1420-0030,Adams ES,01_new construction,New construction K-8,,,
101,CO-1420-0030,Adams ES,01_new construction,New construction MS,,,
101,CO-1420-0030,Adams ES,01_new construction,New auditorium,,,
101,CO-1420-0030,Adams ES,04_campus upgrade,Add shade structure(s),,1,
101,CO-1420-0030,Adams ES,04_campus upgrade,Campus landscaping upgrade,,,
101,CO-1420-0030,Adams ES,04_campus upgrade,Parking lot expansion,,,
101,CO-1420-0030,Adams ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
101,CO-1420-0030,Adams ES,04_campus upgrade,Furniture upgrades,,0.225,
101,CO-1420-0030,Adams ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.541666667,
101,CO-1420-0030,Adams ES,04_campus upgrade,New outdoor classroom,,1,
101,CO-1420-0030,Adams ES,04_campus upgrade,Playground replacement (ages 2-5),,0.75,
101,CO-1420-0030,Adams ES,04_campus upgrade,Playground replacement (ages 5-12),,0.75,
101,CO-1420-0030,Adams ES,04_campus upgrade,Resurface asphalt,,,
101,CO-1420-0030,Adams ES,04_campus upgrade,Resurface concrete,,,
101,CO-1420-0030,Adams ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
101,CO-1420-0030,Adams ES,05_Modernization,Modernize admin,,0.933333333,
101,CO-1420-0030,Adams ES,05_Modernization,Modernize classrooms,,0.663777778,
101,CO-1420-0030,Adams ES,05_Modernization,Modernize gym / assembly space,,0.505087209,
101,CO-1420-0030,Adams ES,05_Modernization,Modernize kitchen,,,
101,CO-1420-0030,Adams ES,05_Modernization,Modernize cafeteria,,0.411337209,
101,CO-1420-0030,Adams ES,05_Modernization,Modernize multipurpose room,,Does not apply,
101,CO-1420-0030,Adams ES,05_Modernization,Heavily modernize restrooms,,0.666666667,
101,CO-1420-0030,Adams ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
101,CO-1420-0030,Adams ES,05_Modernization,Lightly modernize corridors,,1,
101,CO-1420-0030,Adams ES,05_Modernization,Lightly modernize entry lobby,,0.658333333,
101,CO-1420-0030,Adams ES,05_Modernization,Lightly modernize library/media center,,,
101,CO-1420-0030,Adams ES,04_campus upgrade,Security package,,0.7825,
102,CO-1420-0724,Belmar School of Integrated Arts,00_general,ADA compliance,,,
102,CO-1420-0724,Belmar School of Integrated Arts,01_new construction,Demolition,,,
102,CO-1420-0724,Belmar School of Integrated Arts,01_new construction,New construction ES,,,
102,CO-1420-0724,Belmar School of Integrated Arts,01_new construction,New construction HS,,,
102,CO-1420-0724,Belmar School of Integrated Arts,01_new construction,New construction K-8,,,
102,CO-1420-0724,Belmar School of Integrated Arts,01_new construction,New construction MS,,,
102,CO-1420-0724,Belmar School of Integrated Arts,01_new construction,New auditorium,,,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Add shade structure(s),,0,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Campus landscaping upgrade,,,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Parking lot expansion,,,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,"Front of school branding, landscape upgrades",,0.7375,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Furniture upgrades,,0.225,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Improve drop-off / pick-up zone,,0.9,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,New outdoor classroom,,0,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Playground replacement (ages 2-5),,Does not apply,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Playground replacement (ages 5-12),,0.5,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Resurface asphalt,,,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Resurface concrete,,,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Modernize admin,,0.427777778,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Modernize classrooms,,0.619419338,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Modernize gym / assembly space,,0.411337209,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Modernize kitchen,,,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Modernize cafeteria,,0.562257752,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Modernize multipurpose room,,Does not apply,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Heavily modernize restrooms,,1,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Lightly modernize corridors,,1,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Lightly modernize entry lobby,,0.75,
102,CO-1420-0724,Belmar School of Integrated Arts,05_Modernization,Lightly modernize library/media center,,,
102,CO-1420-0724,Belmar School of Integrated Arts,04_campus upgrade,Security package,,0.691785714,
103,CO-1420-0779,Bergen Valley ES,00_general,ADA compliance,,,
103,CO-1420-0779,Bergen Valley ES,01_new construction,Demolition,,,
103,CO-1420-0779,Bergen Valley ES,01_new construction,New construction ES,,,
103,CO-1420-0779,Bergen Valley ES,01_new construction,New construction HS,,,
103,CO-1420-0779,Bergen Valley ES,01_new construction,New construction K-8,,,
103,CO-1420-0779,Bergen Valley ES,01_new construction,New construction MS,,,
103,CO-1420-0779,Bergen Valley ES,01_new construction,New auditorium,,,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Add shade structure(s),,1,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Campus landscaping upgrade,,,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Parking lot expansion,,,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Furniture upgrades,,0.225,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.575,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,New outdoor classroom,,1,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Playground replacement (ages 2-5),,0.75,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Playground replacement (ages 5-12),,0.75,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Resurface asphalt,,,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Resurface concrete,,,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Modernize admin,,0.672222222,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Modernize classrooms,,0.71888312,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Modernize gym / assembly space,,0.40625,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Modernize kitchen,,,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Modernize cafeteria,,0.21875,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Modernize multipurpose room,,Does not apply,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Heavily modernize restrooms,,1,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Lightly modernize corridors,,1,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Lightly modernize entry lobby,,0.658333333,
103,CO-1420-0779,Bergen Valley ES,05_Modernization,Lightly modernize library/media center,,,
103,CO-1420-0779,Bergen Valley ES,04_campus upgrade,Security package,,0.843076923,
104,CO-1420-0951,Blue Heron ES,00_general,ADA compliance,,,
104,CO-1420-0951,Blue Heron ES,01_new construction,Demolition,,,
104,CO-1420-0951,Blue Heron ES,01_new construction,New construction ES,,,
104,CO-1420-0951,Blue Heron ES,01_new construction,New construction HS,,,
104,CO-1420-0951,Blue Heron ES,01_new construction,New construction K-8,,,
104,CO-1420-0951,Blue Heron ES,01_new construction,New construction MS,,,
104,CO-1420-0951,Blue Heron ES,01_new construction,New auditorium,,,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Add shade structure(s),,0,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Campus landscaping upgrade,,,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Parking lot expansion,,,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.675,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Furniture upgrades,,0.225,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.708333333,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,New outdoor classroom,,0,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Playground replacement (ages 2-5),,0,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Playground replacement (ages 5-12),,0,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Resurface asphalt,,,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Resurface concrete,,,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Modernize admin,,0.805555556,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Modernize classrooms,,0.596222863,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Modernize gym / assembly space,,0.463662791,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Modernize kitchen,,,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Modernize cafeteria,,0.328246124,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Modernize multipurpose room,,Does not apply,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Heavily modernize restrooms,,0.333333333,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Lightly modernize corridors,,0.8,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Lightly modernize entry lobby,,0.658333333,
104,CO-1420-0951,Blue Heron ES,05_Modernization,Lightly modernize library/media center,,,
104,CO-1420-0951,Blue Heron ES,04_campus upgrade,Security package,,0.7525,
105,CO-1420-1244,Campbell Preschool,00_general,ADA compliance,,,
105,CO-1420-1244,Campbell Preschool,01_new construction,Demolition,,,
105,CO-1420-1244,Campbell Preschool,01_new construction,New construction ES,,,
105,CO-1420-1244,Campbell Preschool,01_new construction,New construction HS,,,
105,CO-1420-1244,Campbell Preschool,01_new construction,New construction K-8,,,
105,CO-1420-1244,Campbell Preschool,01_new construction,New construction MS,,,
105,CO-1420-1244,Campbell Preschool,01_new construction,New auditorium,,,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Add shade structure(s),,1,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Campus landscaping upgrade,,,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Parking lot expansion,,,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,"Front of school branding, landscape upgrades",,0.75,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Furniture upgrades,,1,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Improve drop-off / pick-up zone,,0.791666667,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,New outdoor classroom,,1,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Playground replacement (ages 2-5),,0.75,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Playground replacement (ages 5-12),,Does not apply,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Resurface asphalt,,,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Resurface concrete,,,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Modernize admin,,0.933333333,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Modernize classrooms,,0.750865385,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Modernize gym / assembly space,,0.275,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Modernize kitchen,,,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Modernize cafeteria,,0.322916667,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Modernize multipurpose room,,Does not apply,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Heavily modernize restrooms,,0.333333333,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Lightly modernize corridors,,0.4,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Lightly modernize entry lobby,,0.533333333,
105,CO-1420-1244,Campbell Preschool,05_Modernization,Lightly modernize library/media center,,,
105,CO-1420-1244,Campbell Preschool,04_campus upgrade,Security package,,0.775,
106,CO-1420-1861,Columbine Hills ES,00_general,ADA compliance,,,
106,CO-1420-1861,Columbine Hills ES,01_new construction,Demolition,,,
106,CO-1420-1861,Columbine Hills ES,01_new construction,New construction ES,,,
106,CO-1420-1861,Columbine Hills ES,01_new construction,New construction HS,,,
106,CO-1420-1861,Columbine Hills ES,01_new construction,New construction K-8,,,
106,CO-1420-1861,Columbine Hills ES,01_new construction,New construction MS,,,
106,CO-1420-1861,Columbine Hills ES,01_new construction,New auditorium,,,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Add shade structure(s),,1,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Campus landscaping upgrade,,,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Parking lot expansion,,,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Furniture upgrades,,0.775,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.791666667,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,New outdoor classroom,,1,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Playground replacement (ages 2-5),,0.75,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Playground replacement (ages 5-12),,0.75,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Resurface asphalt,,,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Resurface concrete,,,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Modernize admin,,0.622222222,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Modernize classrooms,,0.753605685,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Modernize gym / assembly space,,0.579166667,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Modernize kitchen,,,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Modernize cafeteria,,0.589583333,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Modernize multipurpose room,,Does not apply,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Heavily modernize restrooms,,1,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Lightly modernize corridors,,1,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Lightly modernize entry lobby,,0.75,
106,CO-1420-1861,Columbine Hills ES,05_Modernization,Lightly modernize library/media center,,,
106,CO-1420-1861,Columbine Hills ES,04_campus upgrade,Security package,,0.693333333,
107,CO-1420-1876,Coronado ES,00_general,ADA compliance,,,
107,CO-1420-1876,Coronado ES,01_new construction,Demolition,,,
107,CO-1420-1876,Coronado ES,01_new construction,New construction ES,,,
107,CO-1420-1876,Coronado ES,01_new construction,New construction HS,,,
107,CO-1420-1876,Coronado ES,01_new construction,New construction K-8,,,
107,CO-1420-1876,Coronado ES,01_new construction,New construction MS,,,
107,CO-1420-1876,Coronado ES,01_new construction,New auditorium,,,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Add shade structure(s),,1,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Campus landscaping upgrade,,,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Parking lot expansion,,,
107,CO-1420-1876,Coronado ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Furniture upgrades,,0.675,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.583333333,
107,CO-1420-1876,Coronado ES,04_campus upgrade,New outdoor classroom,,1,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Playground replacement (ages 2-5),,1,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Playground replacement (ages 5-12),,1,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Resurface asphalt,,,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Resurface concrete,,,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
107,CO-1420-1876,Coronado ES,05_Modernization,Modernize admin,,0.916666667,
107,CO-1420-1876,Coronado ES,05_Modernization,Modernize classrooms,,0.810025,
107,CO-1420-1876,Coronado ES,05_Modernization,Modernize gym / assembly space,,0.68125,
107,CO-1420-1876,Coronado ES,05_Modernization,Modernize kitchen,,,
107,CO-1420-1876,Coronado ES,05_Modernization,Modernize cafeteria,,0.65,
107,CO-1420-1876,Coronado ES,05_Modernization,Modernize multipurpose room,,Does not apply,
107,CO-1420-1876,Coronado ES,05_Modernization,Heavily modernize restrooms,,1,
107,CO-1420-1876,Coronado ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
107,CO-1420-1876,Coronado ES,05_Modernization,Lightly modernize corridors,,1,
107,CO-1420-1876,Coronado ES,05_Modernization,Lightly modernize entry lobby,,0.875,
107,CO-1420-1876,Coronado ES,05_Modernization,Lightly modernize library/media center,,,
107,CO-1420-1876,Coronado ES,04_campus upgrade,Security package,,0.75,
108,CO-1420-8090,Deane ES,00_general,ADA compliance,,,
108,CO-1420-8090,Deane ES,01_new construction,Demolition,,,
108,CO-1420-8090,Deane ES,01_new construction,New construction ES,,,
108,CO-1420-8090,Deane ES,01_new construction,New construction HS,,,
108,CO-1420-8090,Deane ES,01_new construction,New construction K-8,,,
108,CO-1420-8090,Deane ES,01_new construction,New construction MS,,,
108,CO-1420-8090,Deane ES,01_new construction,New auditorium,,,
108,CO-1420-8090,Deane ES,04_campus upgrade,Add shade structure(s),,0,
108,CO-1420-8090,Deane ES,04_campus upgrade,Campus landscaping upgrade,,,
108,CO-1420-8090,Deane ES,04_campus upgrade,Parking lot expansion,,,
108,CO-1420-8090,Deane ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
108,CO-1420-8090,Deane ES,04_campus upgrade,Furniture upgrades,,0.325,
108,CO-1420-8090,Deane ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.9,
108,CO-1420-8090,Deane ES,04_campus upgrade,New outdoor classroom,,1,
108,CO-1420-8090,Deane ES,04_campus upgrade,Playground replacement (ages 2-5),,0.5,
108,CO-1420-8090,Deane ES,04_campus upgrade,Playground replacement (ages 5-12),,0.5,
108,CO-1420-8090,Deane ES,04_campus upgrade,Resurface asphalt,,,
108,CO-1420-8090,Deane ES,04_campus upgrade,Resurface concrete,,,
108,CO-1420-8090,Deane ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
108,CO-1420-8090,Deane ES,05_Modernization,Modernize admin,,0.733333333,
108,CO-1420-8090,Deane ES,05_Modernization,Modernize classrooms,,0.579183761,
108,CO-1420-8090,Deane ES,05_Modernization,Modernize gym / assembly space,,0.182170543,
108,CO-1420-8090,Deane ES,05_Modernization,Modernize kitchen,,,
108,CO-1420-8090,Deane ES,05_Modernization,Modernize cafeteria,,0.328003876,
108,CO-1420-8090,Deane ES,05_Modernization,Modernize multipurpose room,,Does not apply,
108,CO-1420-8090,Deane ES,05_Modernization,Heavily modernize restrooms,,0.666666667,
108,CO-1420-8090,Deane ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
108,CO-1420-8090,Deane ES,05_Modernization,Lightly modernize corridors,,0.8,
108,CO-1420-8090,Deane ES,05_Modernization,Lightly modernize entry lobby,,0.733333333,
108,CO-1420-8090,Deane ES,05_Modernization,Lightly modernize library/media center,,,
108,CO-1420-8090,Deane ES,04_campus upgrade,Security package,,0.8575,
109,CO-1420-9432,Dennison ES,00_general,ADA compliance,,,
109,CO-1420-9432,Dennison ES,01_new construction,Demolition,,,
109,CO-1420-9432,Dennison ES,01_new construction,New construction ES,,,
109,CO-1420-9432,Dennison ES,01_new construction,New construction HS,,,
109,CO-1420-9432,Dennison ES,01_new construction,New construction K-8,,,
109,CO-1420-9432,Dennison ES,01_new construction,New construction MS,,,
109,CO-1420-9432,Dennison ES,01_new construction,New auditorium,,,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Add shade structure(s),,1,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Campus landscaping upgrade,,,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Parking lot expansion,,,
109,CO-1420-9432,Dennison ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Furniture upgrades,,0.225,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.875,
109,CO-1420-9432,Dennison ES,04_campus upgrade,New outdoor classroom,,1,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Playground replacement (ages 2-5),,0.75,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Playground replacement (ages 5-12),,0.75,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Resurface asphalt,,,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Resurface concrete,,,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
109,CO-1420-9432,Dennison ES,05_Modernization,Modernize admin,,0.733333333,
109,CO-1420-9432,Dennison ES,05_Modernization,Modernize classrooms,,0.61309375,
109,CO-1420-9432,Dennison ES,05_Modernization,Modernize gym / assembly space,,0.429166667,
109,CO-1420-9432,Dennison ES,05_Modernization,Modernize kitchen,,,
109,CO-1420-9432,Dennison ES,05_Modernization,Modernize cafeteria,,0.589583333,
109,CO-1420-9432,Dennison ES,05_Modernization,Modernize multipurpose room,,Does not apply,
109,CO-1420-9432,Dennison ES,05_Modernization,Heavily modernize restrooms,,0.666666667,
109,CO-1420-9432,Dennison ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
109,CO-1420-9432,Dennison ES,05_Modernization,Lightly modernize corridors,,0.6,
109,CO-1420-9432,Dennison ES,05_Modernization,Lightly modernize entry lobby,,1,
109,CO-1420-9432,Dennison ES,05_Modernization,Lightly modernize library/media center,,,
109,CO-1420-9432,Dennison ES,04_campus upgrade,Security package,,0.746666667,
110,CO-1420-2194,Devinny ES,00_general,ADA compliance,,,
110,CO-1420-2194,Devinny ES,01_new construction,Demolition,,,
110,CO-1420-2194,Devinny ES,01_new construction,New construction ES,,,
110,CO-1420-2194,Devinny ES,01_new construction,New construction HS,,,
110,CO-1420-2194,Devinny ES,01_new construction,New construction K-8,,,
110,CO-1420-2194,Devinny ES,01_new construction,New construction MS,,,
110,CO-1420-2194,Devinny ES,01_new construction,New auditorium,,,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Add shade structure(s),,1,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Campus landscaping upgrade,,,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Parking lot expansion,,,
110,CO-1420-2194,Devinny ES,04_campus upgrade,"Front of school branding, landscape upgrades",,1,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Furniture upgrades,,1,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.775,
110,CO-1420-2194,Devinny ES,04_campus upgrade,New outdoor classroom,,1,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Playground replacement (ages 2-5),,0,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Playground replacement (ages 5-12),,0.5,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Resurface asphalt,,,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Resurface concrete,,,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
110,CO-1420-2194,Devinny ES,05_Modernization,Modernize admin,,0.733333333,
110,CO-1420-2194,Devinny ES,05_Modernization,Modernize classrooms,,0.866270833,
110,CO-1420-2194,Devinny ES,05_Modernization,Modernize gym / assembly space,,0.713662791,
110,CO-1420-2194,Devinny ES,05_Modernization,Modernize kitchen,,,
110,CO-1420-2194,Devinny ES,05_Modernization,Modernize cafeteria,,0.692829457,
110,CO-1420-2194,Devinny ES,05_Modernization,Modernize multipurpose room,,Does not apply,
110,CO-1420-2194,Devinny ES,05_Modernization,Heavily modernize restrooms,,1,
110,CO-1420-2194,Devinny ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
110,CO-1420-2194,Devinny ES,05_Modernization,Lightly modernize corridors,,1,
110,CO-1420-2194,Devinny ES,05_Modernization,Lightly modernize entry lobby,,0.658333333,
110,CO-1420-2194,Devinny ES,05_Modernization,Lightly modernize library/media center,,,
110,CO-1420-2194,Devinny ES,04_campus upgrade,Security package,,0.749166667,
111,CO-1420-2322,Dutch Creek ES,00_general,ADA compliance,,,
111,CO-1420-2322,Dutch Creek ES,01_new construction,Demolition,,,
111,CO-1420-2322,Dutch Creek ES,01_new construction,New construction ES,,,
111,CO-1420-2322,Dutch Creek ES,01_new construction,New construction HS,,,
111,CO-1420-2322,Dutch Creek ES,01_new construction,New construction K-8,,,
111,CO-1420-2322,Dutch Creek ES,01_new construction,New construction MS,,,
111,CO-1420-2322,Dutch Creek ES,01_new construction,New auditorium,,,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Add shade structure(s),,0,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Campus landscaping upgrade,,,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Parking lot expansion,,,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,"Front of school branding, landscape upgrades",,1,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Furniture upgrades,,0.45,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.5,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,New outdoor classroom,,0,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Playground replacement (ages 2-5),,0.25,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Playground replacement (ages 5-12),,0.25,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Resurface asphalt,,,
111,CO-1420-2322,Dutch Creek ES,04_campus upgrade,Resurface concrete,,,
