JeffCoFacilityID,UniqueID,SchoolName,SystemCategory,AssetType,PriorityScore,ConditionSource,ReplacementCost
149,CO-1420-7529,Ryan ES,04_campus upgrade,Add shade structure(s),,1,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Campus landscaping upgrade,,,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Parking lot expansion,,,
149,CO-1420-7529,Ryan ES,04_campus upgrade,"Front of school branding, landscape upgrades",,1,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Furniture upgrades,,0.775,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.916666667,
149,CO-1420-7529,Ryan ES,04_campus upgrade,New outdoor classroom,,0,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Playground replacement (ages 2-5),,0.75,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Playground replacement (ages 5-12),,0.75,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Resurface asphalt,,,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Resurface concrete,,,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
149,CO-1420-7529,Ryan ES,05_Modernization,Modernize admin,,0.933333333,
149,CO-1420-7529,Ryan ES,05_Modernization,Modernize classrooms,,0.720133333,
149,CO-1420-7529,Ryan ES,05_Modernization,Modernize gym / assembly space,,Does not apply,
149,CO-1420-7529,Ryan ES,05_Modernization,Modernize kitchen,,,
149,CO-1420-7529,Ryan ES,05_Modernization,Modernize cafeteria,,Does not apply,
149,CO-1420-7529,Ryan ES,05_Modernization,Modernize multipurpose room,,0.545833333,
149,CO-1420-7529,Ryan ES,05_Modernization,Heavily modernize restrooms,,1,
149,CO-1420-7529,Ryan ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
149,CO-1420-7529,Ryan ES,05_Modernization,Lightly modernize corridors,,0.8,
149,CO-1420-7529,Ryan ES,05_Modernization,Lightly modernize entry lobby,,0.875,
149,CO-1420-7529,Ryan ES,05_Modernization,Lightly modernize library/media center,,,
149,CO-1420-7529,Ryan ES,04_campus upgrade,Security package,,0.8,
150,CO-1420-7708,Secrest ES,00_general,ADA compliance,,,
150,CO-1420-7708,Secrest ES,01_new construction,Demolition,,,
150,CO-1420-7708,Secrest ES,01_new construction,New construction ES,,,
150,CO-1420-7708,Secrest ES,01_new construction,New construction HS,,,
150,CO-1420-7708,Secrest ES,01_new construction,New construction K-8,,,
150,CO-1420-7708,Secrest ES,01_new construction,New construction MS,,,
150,CO-1420-7708,Secrest ES,01_new construction,New auditorium,,,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Add shade structure(s),,1,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Campus landscaping upgrade,,,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Parking lot expansion,,,
150,CO-1420-7708,Secrest ES,04_campus upgrade,"Front of school branding, landscape upgrades",,1,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Furniture upgrades,,0.775,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.916666667,
150,CO-1420-7708,Secrest ES,04_campus upgrade,New outdoor classroom,,1,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Playground replacement (ages 2-5),,0.75,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Playground replacement (ages 5-12),,0.75,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Resurface asphalt,,,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Resurface concrete,,,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
150,CO-1420-7708,Secrest ES,05_Modernization,Modernize admin,,0.633333333,
150,CO-1420-7708,Secrest ES,05_Modernization,Modernize classrooms,,0.734277778,
150,CO-1420-7708,Secrest ES,05_Modernization,Modernize gym / assembly space,,0.216666667,
150,CO-1420-7708,Secrest ES,05_Modernization,Modernize kitchen,,,
150,CO-1420-7708,Secrest ES,05_Modernization,Modernize cafeteria,,0.258333333,
150,CO-1420-7708,Secrest ES,05_Modernization,Modernize multipurpose room,,Does not apply,
150,CO-1420-7708,Secrest ES,05_Modernization,Heavily modernize restrooms,,0.333333333,
150,CO-1420-7708,Secrest ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
150,CO-1420-7708,Secrest ES,05_Modernization,Lightly modernize corridors,,0.8,
150,CO-1420-7708,Secrest ES,05_Modernization,Lightly modernize entry lobby,,1,
150,CO-1420-7708,Secrest ES,05_Modernization,Lightly modernize library/media center,,,
150,CO-1420-7708,Secrest ES,04_campus upgrade,Security package,,0.8,
151,CO-1420-7753,Semper ES,00_general,ADA compliance,,,
151,CO-1420-7753,Semper ES,01_new construction,Demolition,,,
151,CO-1420-7753,Semper ES,01_new construction,New construction ES,,,
151,CO-1420-7753,Semper ES,01_new construction,New construction HS,,,
151,CO-1420-7753,Semper ES,01_new construction,New construction K-8,,,
151,CO-1420-7753,Semper ES,01_new construction,New construction MS,,,
151,CO-1420-7753,Semper ES,01_new construction,New auditorium,,,
151,CO-1420-7753,Semper ES,04_campus upgrade,Add shade structure(s),,1,
151,CO-1420-7753,Semper ES,04_campus upgrade,Campus landscaping upgrade,,,
151,CO-1420-7753,Semper ES,04_campus upgrade,Parking lot expansion,,,
151,CO-1420-7753,Semper ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
151,CO-1420-7753,Semper ES,04_campus upgrade,Furniture upgrades,,0.325,
151,CO-1420-7753,Semper ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.666666667,
151,CO-1420-7753,Semper ES,04_campus upgrade,New outdoor classroom,,1,
151,CO-1420-7753,Semper ES,04_campus upgrade,Playground replacement (ages 2-5),,0.5,
151,CO-1420-7753,Semper ES,04_campus upgrade,Playground replacement (ages 5-12),,0.5,
151,CO-1420-7753,Semper ES,04_campus upgrade,Resurface asphalt,,,
151,CO-1420-7753,Semper ES,04_campus upgrade,Resurface concrete,,,
151,CO-1420-7753,Semper ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
151,CO-1420-7753,Semper ES,05_Modernization,Modernize admin,,0.85,
151,CO-1420-7753,Semper ES,05_Modernization,Modernize classrooms,,0.627487393,
151,CO-1420-7753,Semper ES,05_Modernization,Modernize gym / assembly space,,0.505087209,
151,CO-1420-7753,Semper ES,05_Modernization,Modernize kitchen,,,
151,CO-1420-7753,Semper ES,05_Modernization,Modernize cafeteria,,0.369670543,
151,CO-1420-7753,Semper ES,05_Modernization,Modernize multipurpose room,,Does not apply,
151,CO-1420-7753,Semper ES,05_Modernization,Heavily modernize restrooms,,0.666666667,
151,CO-1420-7753,Semper ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
151,CO-1420-7753,Semper ES,05_Modernization,Lightly modernize corridors,,0.4,
151,CO-1420-7753,Semper ES,05_Modernization,Lightly modernize entry lobby,,0.708333333,
151,CO-1420-7753,Semper ES,05_Modernization,Lightly modernize library/media center,,,
151,CO-1420-7753,Semper ES,04_campus upgrade,Security package,,0.8475,
152,CO-1420-7780,Shaffer ES,00_general,ADA compliance,,,
152,CO-1420-7780,Shaffer ES,01_new construction,Demolition,,,
152,CO-1420-7780,Shaffer ES,01_new construction,New construction ES,,,
152,CO-1420-7780,Shaffer ES,01_new construction,New construction HS,,,
152,CO-1420-7780,Shaffer ES,01_new construction,New construction K-8,,,
152,CO-1420-7780,Shaffer ES,01_new construction,New construction MS,,,
152,CO-1420-7780,Shaffer ES,01_new construction,New auditorium,,,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Add shade structure(s),,1,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Campus landscaping upgrade,,,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Parking lot expansion,,,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Furniture upgrades,,1,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.916666667,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,New outdoor classroom,,1,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Playground replacement (ages 2-5),,0.5,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Playground replacement (ages 5-12),,0.5,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Resurface asphalt,,,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Resurface concrete,,,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
152,CO-1420-7780,Shaffer ES,05_Modernization,Modernize admin,,0.916666667,
152,CO-1420-7780,Shaffer ES,05_Modernization,Modernize classrooms,,0.819541731,
152,CO-1420-7780,Shaffer ES,05_Modernization,Modernize gym / assembly space,,0.7125,
152,CO-1420-7780,Shaffer ES,05_Modernization,Modernize kitchen,,,
152,CO-1420-7780,Shaffer ES,05_Modernization,Modernize cafeteria,,0.808333333,
152,CO-1420-7780,Shaffer ES,05_Modernization,Modernize multipurpose room,,Does not apply,
152,CO-1420-7780,Shaffer ES,05_Modernization,Heavily modernize restrooms,,1,
152,CO-1420-7780,Shaffer ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
152,CO-1420-7780,Shaffer ES,05_Modernization,Lightly modernize corridors,,1,
152,CO-1420-7780,Shaffer ES,05_Modernization,Lightly modernize entry lobby,,1,
152,CO-1420-7780,Shaffer ES,05_Modernization,Lightly modernize library/media center,,,
152,CO-1420-7780,Shaffer ES,04_campus upgrade,Security package,,0.8325,
153,CO-1420-7833,Shelton ES,00_general,ADA compliance,,,
153,CO-1420-7833,Shelton ES,01_new construction,Demolition,,,
153,CO-1420-7833,Shelton ES,01_new construction,New construction ES,,,
153,CO-1420-7833,Shelton ES,01_new construction,New construction HS,,,
153,CO-1420-7833,Shelton ES,01_new construction,New construction K-8,,,
153,CO-1420-7833,Shelton ES,01_new construction,New construction MS,,,
153,CO-1420-7833,Shelton ES,01_new construction,New auditorium,,,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Add shade structure(s),,1,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Campus landscaping upgrade,,,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Parking lot expansion,,,
153,CO-1420-7833,Shelton ES,04_campus upgrade,"Front of school branding, landscape upgrades",,1,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Furniture upgrades,,0.290322581,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.416666667,
153,CO-1420-7833,Shelton ES,04_campus upgrade,New outdoor classroom,,1,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Playground replacement (ages 2-5),,0,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Playground replacement (ages 5-12),,0,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Resurface asphalt,,,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Resurface concrete,,,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
153,CO-1420-7833,Shelton ES,05_Modernization,Modernize admin,,0.738888889,
153,CO-1420-7833,Shelton ES,05_Modernization,Modernize classrooms,,0.670202001,
153,CO-1420-7833,Shelton ES,05_Modernization,Modernize gym / assembly space,,0.40625,
153,CO-1420-7833,Shelton ES,05_Modernization,Modernize kitchen,,,
153,CO-1420-7833,Shelton ES,05_Modernization,Modernize cafeteria,,0.375,
153,CO-1420-7833,Shelton ES,05_Modernization,Modernize multipurpose room,,Does not apply,
153,CO-1420-7833,Shelton ES,05_Modernization,Heavily modernize restrooms,,1,
153,CO-1420-7833,Shelton ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
153,CO-1420-7833,Shelton ES,05_Modernization,Lightly modernize corridors,,1,
153,CO-1420-7833,Shelton ES,05_Modernization,Lightly modernize entry lobby,,0.75,
153,CO-1420-7833,Shelton ES,05_Modernization,Lightly modernize library/media center,,,
153,CO-1420-7833,Shelton ES,04_campus upgrade,Security package,,0.69,
154,CO-1420-7870,Sierra ES,00_general,ADA compliance,,,
154,CO-1420-7870,Sierra ES,01_new construction,Demolition,,,
154,CO-1420-7870,Sierra ES,01_new construction,New construction ES,,,
154,CO-1420-7870,Sierra ES,01_new construction,New construction HS,,,
154,CO-1420-7870,Sierra ES,01_new construction,New construction K-8,,,
154,CO-1420-7870,Sierra ES,01_new construction,New construction MS,,,
154,CO-1420-7870,Sierra ES,01_new construction,New auditorium,,,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Add shade structure(s),,1,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Campus landscaping upgrade,,,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Parking lot expansion,,,
154,CO-1420-7870,Sierra ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.9,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Furniture upgrades,,0.9,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.5,
154,CO-1420-7870,Sierra ES,04_campus upgrade,New outdoor classroom,,1,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Playground replacement (ages 2-5),,1,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Playground replacement (ages 5-12),,1,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Resurface asphalt,,,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Resurface concrete,,,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
154,CO-1420-7870,Sierra ES,05_Modernization,Modernize admin,,0.722222222,
154,CO-1420-7870,Sierra ES,05_Modernization,Modernize classrooms,,0.891683333,
154,CO-1420-7870,Sierra ES,05_Modernization,Modernize gym / assembly space,,0.929166667,
154,CO-1420-7870,Sierra ES,05_Modernization,Modernize kitchen,,,
154,CO-1420-7870,Sierra ES,05_Modernization,Modernize cafeteria,,1,
154,CO-1420-7870,Sierra ES,05_Modernization,Modernize multipurpose room,,Does not apply,
154,CO-1420-7870,Sierra ES,05_Modernization,Heavily modernize restrooms,,1,
154,CO-1420-7870,Sierra ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
154,CO-1420-7870,Sierra ES,05_Modernization,Lightly modernize corridors,,1,
154,CO-1420-7870,Sierra ES,05_Modernization,Lightly modernize entry lobby,,1,
154,CO-1420-7870,Sierra ES,05_Modernization,Lightly modernize library/media center,,,
154,CO-1420-7870,Sierra ES,04_campus upgrade,Security package,,0.885,
155,CO-1420-7962,Slater ES,00_general,ADA compliance,,,
155,CO-1420-7962,Slater ES,01_new construction,Demolition,,,
155,CO-1420-7962,Slater ES,01_new construction,New construction ES,,,
155,CO-1420-7962,Slater ES,01_new construction,New construction HS,,,
155,CO-1420-7962,Slater ES,01_new construction,New construction K-8,,,
155,CO-1420-7962,Slater ES,01_new construction,New construction MS,,,
155,CO-1420-7962,Slater ES,01_new construction,New auditorium,,,
155,CO-1420-7962,Slater ES,04_campus upgrade,Add shade structure(s),,1,
155,CO-1420-7962,Slater ES,04_campus upgrade,Campus landscaping upgrade,,,
155,CO-1420-7962,Slater ES,04_campus upgrade,Parking lot expansion,,,
155,CO-1420-7962,Slater ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.8375,
155,CO-1420-7962,Slater ES,04_campus upgrade,Furniture upgrades,,0.675,
155,CO-1420-7962,Slater ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.5,
155,CO-1420-7962,Slater ES,04_campus upgrade,New outdoor classroom,,1,
155,CO-1420-7962,Slater ES,04_campus upgrade,Playground replacement (ages 2-5),,0.25,
155,CO-1420-7962,Slater ES,04_campus upgrade,Playground replacement (ages 5-12),,0.25,
155,CO-1420-7962,Slater ES,04_campus upgrade,Resurface asphalt,,,
155,CO-1420-7962,Slater ES,04_campus upgrade,Resurface concrete,,,
155,CO-1420-7962,Slater ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
155,CO-1420-7962,Slater ES,05_Modernization,Modernize admin,,0.688888889,
155,CO-1420-7962,Slater ES,05_Modernization,Modernize classrooms,,0.568224573,
155,CO-1420-7962,Slater ES,05_Modernization,Modernize gym / assembly space,,0.265503876,
155,CO-1420-7962,Slater ES,05_Modernization,Modernize kitchen,,,
155,CO-1420-7962,Slater ES,05_Modernization,Modernize cafeteria,,0.192587209,
155,CO-1420-7962,Slater ES,05_Modernization,Modernize multipurpose room,,Does not apply,
155,CO-1420-7962,Slater ES,05_Modernization,Heavily modernize restrooms,,0.333333333,
155,CO-1420-7962,Slater ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
155,CO-1420-7962,Slater ES,05_Modernization,Lightly modernize corridors,,0.8,
155,CO-1420-7962,Slater ES,05_Modernization,Lightly modernize entry lobby,,0.875,
155,CO-1420-7962,Slater ES,05_Modernization,Lightly modernize library/media center,,,
155,CO-1420-7962,Slater ES,04_campus upgrade,Security package,,0.8275,
156,CO-1420-8102,South Lakewood ES,00_general,ADA compliance,,,
156,CO-1420-8102,South Lakewood ES,01_new construction,Demolition,,,
156,CO-1420-8102,South Lakewood ES,01_new construction,New construction ES,,,
156,CO-1420-8102,South Lakewood ES,01_new construction,New construction HS,,,
156,CO-1420-8102,South Lakewood ES,01_new construction,New construction K-8,,,
156,CO-1420-8102,South Lakewood ES,01_new construction,New construction MS,,,
156,CO-1420-8102,South Lakewood ES,01_new construction,New auditorium,,,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Add shade structure(s),,1,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Campus landscaping upgrade,,,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Parking lot expansion,,,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,"Front of school branding, landscape upgrades",,1,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Furniture upgrades,,0.775,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.65,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,New outdoor classroom,,1,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Playground replacement (ages 2-5),,Does not apply,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Playground replacement (ages 5-12),,0.5,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Resurface asphalt,,,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Resurface concrete,,,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Modernize admin,,0.866666667,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Modernize classrooms,,0.755409722,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Modernize gym / assembly space,,0.366666667,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Modernize kitchen,,,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Modernize cafeteria,,0.4125,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Modernize multipurpose room,,Does not apply,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Heavily modernize restrooms,,0.666666667,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Lightly modernize corridors,,0.4,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Lightly modernize entry lobby,,1,
156,CO-1420-8102,South Lakewood ES,05_Modernization,Lightly modernize library/media center,,,
156,CO-1420-8102,South Lakewood ES,04_campus upgrade,Security package,,0.868571429,
157,CO-1420-8223,Stevens ES,00_general,ADA compliance,,,
157,CO-1420-8223,Stevens ES,01_new construction,Demolition,,,
157,CO-1420-8223,Stevens ES,01_new construction,New construction ES,,,
157,CO-1420-8223,Stevens ES,01_new construction,New construction HS,,,
157,CO-1420-8223,Stevens ES,01_new construction,New construction K-8,,,
157,CO-1420-8223,Stevens ES,01_new construction,New construction MS,,,
157,CO-1420-8223,Stevens ES,01_new construction,New auditorium,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Add shade structure(s),,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Campus landscaping upgrade,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Parking lot expansion,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,"Front of school branding, landscape upgrades",,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Furniture upgrades,,0.775,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Improve drop-off / pick-up zone,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,New outdoor classroom,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Playground replacement (ages 2-5),,0,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Playground replacement (ages 5-12),,0,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Resurface asphalt,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Resurface concrete,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
157,CO-1420-8223,Stevens ES,05_Modernization,Modernize admin,,0.8,
157,CO-1420-8223,Stevens ES,05_Modernization,Modernize classrooms,,0.723397222,
157,CO-1420-8223,Stevens ES,05_Modernization,Modernize gym / assembly space,,0.633333333,
157,CO-1420-8223,Stevens ES,05_Modernization,Modernize kitchen,,,
157,CO-1420-8223,Stevens ES,05_Modernization,Modernize cafeteria,,0.820833333,
157,CO-1420-8223,Stevens ES,05_Modernization,Modernize multipurpose room,,Does not apply,
157,CO-1420-8223,Stevens ES,05_Modernization,Heavily modernize restrooms,,1,
157,CO-1420-8223,Stevens ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
157,CO-1420-8223,Stevens ES,05_Modernization,Lightly modernize corridors,,0.6,
157,CO-1420-8223,Stevens ES,05_Modernization,Lightly modernize entry lobby,,1,
157,CO-1420-8223,Stevens ES,05_Modernization,Lightly modernize library/media center,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Security package,,0.65,
158,CO-1420-8276,Stober ES,00_general,ADA compliance,,,
158,CO-1420-8276,Stober ES,01_new construction,Demolition,,,
158,CO-1420-8276,Stober ES,01_new construction,New construction ES,,,
158,CO-1420-8276,Stober ES,01_new construction,New construction HS,,,
158,CO-1420-8276,Stober ES,01_new construction,New construction K-8,,,
158,CO-1420-8276,Stober ES,01_new construction,New construction MS,,,
158,CO-1420-8276,Stober ES,01_new construction,New auditorium,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Add shade structure(s),,0,
158,CO-1420-8276,Stober ES,04_campus upgrade,Campus landscaping upgrade,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Parking lot expansion,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.8375,
158,CO-1420-8276,Stober ES,04_campus upgrade,Furniture upgrades,,1,
158,CO-1420-8276,Stober ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.55,
158,CO-1420-8276,Stober ES,04_campus upgrade,New outdoor classroom,,0,
158,CO-1420-8276,Stober ES,04_campus upgrade,Playground replacement (ages 2-5),,0.5,
158,CO-1420-8276,Stober ES,04_campus upgrade,Playground replacement (ages 5-12),,0.5,
158,CO-1420-8276,Stober ES,04_campus upgrade,Resurface asphalt,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Resurface concrete,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
158,CO-1420-8276,Stober ES,05_Modernization,Modernize admin,,0.783333333,
158,CO-1420-8276,Stober ES,05_Modernization,Modernize classrooms,,0.865100694,
158,CO-1420-8276,Stober ES,05_Modernization,Modernize gym / assembly space,,0.533333333,
158,CO-1420-8276,Stober ES,05_Modernization,Modernize kitchen,,,
158,CO-1420-8276,Stober ES,05_Modernization,Modernize cafeteria,,0.739341085,
158,CO-1420-8276,Stober ES,05_Modernization,Modernize multipurpose room,,Does not apply,
158,CO-1420-8276,Stober ES,05_Modernization,Heavily modernize restrooms,,1,
158,CO-1420-8276,Stober ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
158,CO-1420-8276,Stober ES,05_Modernization,Lightly modernize corridors,,1,
158,CO-1420-8276,Stober ES,05_Modernization,Lightly modernize entry lobby,,0.658333333,
158,CO-1420-8276,Stober ES,05_Modernization,Lightly modernize library/media center,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Security package,,0.638928571,
159,CO-1420-8280,Stony Creek ES,00_general,ADA compliance,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,Demolition,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New construction ES,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New construction HS,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New construction K-8,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New construction MS,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New auditorium,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Add shade structure(s),,1,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Campus landscaping upgrade,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Parking lot expansion,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.8375,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Furniture upgrades,,0.675,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.916666667,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,New outdoor classroom,,1,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Playground replacement (ages 2-5),,0.5,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Playground replacement (ages 5-12),,0.5,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Resurface asphalt,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Resurface concrete,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Artificial turf field replacement and track resurfacing - HS,,,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Modernize admin,,0.716666667,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Modernize classrooms,,0.782094509,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Modernize gym / assembly space,,0.775,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Modernize kitchen,,,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Modernize cafeteria,,0.5625,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Modernize multipurpose room,,Does not apply,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Heavily modernize restrooms,,0.666666667,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Lightly modernize corridors,,1,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Lightly modernize entry lobby,,0.875,
159,CO-1420-8280,Stony Creek ES,05_Modernization,Lightly modernize library/media center,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Security package,,0.735,
160,CO-1420-8300,Stott ES,00_general,ADA compliance,,,
160,CO-1420-8300,Stott ES,01_new construction,Demolition,,,
160,CO-1420-8300,Stott ES,01_new construction,New construction ES,,,
160,CO-1420-8300,Stott ES,01_new construction,New construction HS,,,
160,CO-1420-8300,Stott ES,01_new construction,New construction K-8,,,
160,CO-1420-8300,Stott ES,01_new construction,New construction MS,,,
