Jeffco Facility ID,Unique ID,Comment ID,School Name,Respondent Role,Category,Rating,Comment
101,CO-1420-0030,1,Adams ES,School Leader,HVAC,3,The swamp cooler makes the building quite humid and it is warm and sticky in the building during the hot months.
101,CO-1420-0030,2,Adams ES,Facility Manager,HVAC,1,"We have swamp coolers, it only does so much. When school is empty or has less people in the building it works great, but when we are full with students and staff it feels as if barely any air is flowing through. When it's hot and humid we expect it to be hot and humid inside the school as well."
101,CO-1420-0030,3,Adams ES,School Leader,Interiors,4,
101,CO-1420-0030,4,Adams ES,Facility Manager,Interiors,3,"bathroom floors are extremely old, they are 1"" x 1"" tile and have the tendency to come off or crack, getting repaired can be challenging due to not having the tile or a matching tile.  We have partition style walls in every classroom, meaning they can be removed to make one big room, problem is under the wall, in some rooms, just never got carpeted when carpet was replaced or has the original carpet underneath."
101,CO-1420-0030,5,Adams ES,School Leader,Other Issues,,"There are holes in walls around the building that we cannot afford to fix left from the removal of SMART boards and accordion partitions. "
101,CO-1420-0030,6,Adams ES,Facility Manager,Other Issues,,not right now no
101,CO-1420-0030,7,Adams ES,School Leader,Teaching Space,3,"We have sacrificed a classroom for additional storage of lunch tables and other furniture. It would be nice to have this room back to use for learning purposes. We do not have any break out spaces for small student groups due to the physical limitations of the building. "
101,CO-1420-0030,8,Adams ES,Facility Manager,Teaching Space,4,
101,CO-1420-0030,9,Adams ES,School Leader,Water Intrusion,5,
101,CO-1420-0030,10,Adams ES,Facility Manager,Water Intrusion,5,
101,CO-1420-0030,11,Adams ES,School Leader,Outdoor Amenities,2,The courts are very lumpy and run down. There are some pieces on the big playground that students report are cracked. There are parts of the PK play area that cannot be used because sand does not meet code. Student would like to play soccer but we have no nets and cannot afford them. Students kick the ball against the building instead. We are an ASD center and are in need of a central location to hang our AAC poster that will be accessible by students and not require them to walk away from the play area and get an adult's attention.
101,CO-1420-0030,12,Adams ES,Facility Manager,Outdoor Amenities,1,"Playground could use some work. We have somewhat newish equipment and then old metal equipment that gets super hot during hot days. Surrounding the playground is a massive amount of trees that aren't in the best condition. We also have railroad ties for steps surrounding the main play ground which is becoming very unsafe. I fear these steps will give out one day the way they are beginning to slope/slant in some areas. We also have this empty playground area, that was once preschools and since that was relocated, it just sits there. Kind of a waste of space. "
101,CO-1420-0030,13,Adams ES,School Leader,Overall Condition,4,
101,CO-1420-0030,14,Adams ES,Facility Manager,Overall Condition,3,The problem areas are everything I stated in the survey
101,CO-1420-0030,15,Adams ES,School Leader,Walkways,4,
101,CO-1420-0030,16,Adams ES,Facility Manager,Walkways,2,"There are quite a bit of cracks along the sidewalks surrounding the building. Most of these cracks are raised/lifted, there is gaps/cracks all around the school between the sidewalks and exterior walls of building that need to be sealed due to a big ant problem we have here and also the cracks also house wasp nests. We have a set of stairs on the art patio that is separating from the wall. "
101,CO-1420-0030,17,Adams ES,School Leader,Safety & Security,2,The fence and gate along the property line is broken down and does not keep student in or visitors out.
101,CO-1420-0030,18,Adams ES,Facility Manager,Safety & Security,3,We tend to have a lot of people in the community walk through the playground area of the school when school is in. It's not a constant thing but it does happen. Parking lot lighting could be better. It tends to get quite dark and we have had teenagers come and fool around in the parking lot or along the student drop off area.
520,CO-1420-0108,19,Alameda Int'l Jr-Sr HS,School Leader,HVAC,4,
520,CO-1420-0108,20,Alameda Int'l Jr-Sr HS,Facility Manager,HVAC,4,
520,CO-1420-0108,21,Alameda Int'l Jr-Sr HS,School Leader,Interiors,4,
520,CO-1420-0108,22,Alameda Int'l Jr-Sr HS,Facility Manager,Interiors,5,
520,CO-1420-0108,23,Alameda Int'l Jr-Sr HS,School Leader,Other Issues,,"Please update map to reflect school updates. "
520,CO-1420-0108,24,Alameda Int'l Jr-Sr HS,Facility Manager,Other Issues,,
520,CO-1420-0108,25,Alameda Int'l Jr-Sr HS,School Leader,Teaching Space,3,"The new building was intentionally built to show a higher usage capacity. This forces us to use specialized spaces for other uses. All classrooms are shared, which decreases teacher ownership in the space and increases wear and tear. Newest furniture is not as durable as previous purchases. Classroom spaces are set up for student capacity around 25, when some classes have 30+ students enrolled. "
520,CO-1420-0108,26,Alameda Int'l Jr-Sr HS,Facility Manager,Teaching Space,4,
520,CO-1420-0108,27,Alameda Int'l Jr-Sr HS,School Leader,Water Intrusion,2,"The map is outdated and not up to date with new building. Cannot identify location on map. Water comes in in Library, and admin office. Gym roof was leaking; it was recently replaced."
520,CO-1420-0108,28,Alameda Int'l Jr-Sr HS,Facility Manager,Water Intrusion,4,
520,CO-1420-0108,29,Alameda Int'l Jr-Sr HS,School Leader,Outdoor Amenities,4,
520,CO-1420-0108,30,Alameda Int'l Jr-Sr HS,Facility Manager,Outdoor Amenities,5,
520,CO-1420-0108,31,Alameda Int'l Jr-Sr HS,School Leader,Overall Condition,4,
520,CO-1420-0108,32,Alameda Int'l Jr-Sr HS,Facility Manager,Overall Condition,5,
520,CO-1420-0108,33,Alameda Int'l Jr-Sr HS,School Leader,Walkways,3,"West entrance has a nice sidewalk around landscaping rocks, students and adults prefer the shortest path, climbing over the rocks. Ramp over the rocks is needed. "
520,CO-1420-0108,34,Alameda Int'l Jr-Sr HS,Facility Manager,Walkways,4,
520,CO-1420-0108,35,Alameda Int'l Jr-Sr HS,School Leader,Safety & Security,3,"We need lighting for the baseball field, 1st base side, security cameras for the student parking lot, security camera for the south hallway in the large gym, 360 camera in the cafeteria. "
520,CO-1420-0108,36,Alameda Int'l Jr-Sr HS,Facility Manager,Safety & Security,4,
138,CO-1420-6285,37,Anderson Preschool,School Leader,HVAC,3,Our system seems to run very cold in the summer and winter.
138,CO-1420-6285,38,Anderson Preschool,School Leader,Interiors,4,
138,CO-1420-6285,39,Anderson Preschool,School Leader,Other Issues,,
138,CO-1420-6285,40,Anderson Preschool,School Leader,Teaching Space,4,
138,CO-1420-6285,41,Anderson Preschool,School Leader,Water Intrusion,3,"We do not have inside water intrusion issues but do have outside drainage problems impacting the playground. "
138,CO-1420-6285,42,Anderson Preschool,School Leader,Outdoor Amenities,2,My large playground meets our needs but the small playground has patches with no grass and is waterlogged often. There are drainage issues. With preschool licensing we can't have more than 20 students on playground at a time so we have to use both areas.
138,CO-1420-6285,43,Anderson Preschool,School Leader,Overall Condition,3,
138,CO-1420-6285,44,Anderson Preschool,School Leader,Walkways,5,
138,CO-1420-6285,45,Anderson Preschool,School Leader,Safety & Security,1,"We do not have the double secure doors, a clear line of site at the front door or the lockdown buttons."
301,CO-1420-0370,46,Arvada HS,School Leader,HVAC,2,"Areas of the building vary greatly.  Classrooms on the 2nd floor are often hot and require fans, while those on the 1st floor are cold and could benefit from the use space heaters.  "
301,CO-1420-0370,47,Arvada HS,School Leader,Interiors,4,
301,CO-1420-0370,48,Arvada HS,School Leader,Other Issues,,"Our staff and student lot are full of pot holes. "
301,CO-1420-0370,49,Arvada HS,School Leader,Teaching Space,5,
301,CO-1420-0370,50,Arvada HS,School Leader,Water Intrusion,4,
301,CO-1420-0370,51,Arvada HS,School Leader,Outdoor Amenities,4,
301,CO-1420-0370,52,Arvada HS,School Leader,Overall Condition,4,
301,CO-1420-0370,53,Arvada HS,School Leader,Walkways,4,
301,CO-1420-0370,54,Arvada HS,School Leader,Safety & Security,4,
302,CO-1420-0378,55,Arvada West HS,Facility Manager,HVAC,1,"Each season brings different challenges whet it comes to having comfortable space. Its either to hop and or too cold. The other issue is to much of the positive air pressure  during the change of the seasons "
302,CO-1420-0378,56,Arvada West HS,Facility Manager,Interiors,3,"Some of our carpet  floors are about 20 years old and 2k students walking on it each school year and all other school activities is start looking really bad. "
302,CO-1420-0378,57,Arvada West HS,Facility Manager,Other Issues,,"Main gym floor ws replace and patched multiple times over last 15 years and it would be nice to send it down to make it all even. 
Also we have roof issues and its getting worst each year with roof leaks. Over all we keep up on A-West and make it look like new each day. "
302,CO-1420-0378,58,Arvada West HS,Facility Manager,Teaching Space,3,"We are running out of rooms and offices to accommodate all the staff and have to use school funding to create teaching space. Extra teaching space and storage would be much appreciated. "
302,CO-1420-0378,59,Arvada West HS,Facility Manager,Water Intrusion,5,
302,CO-1420-0378,60,Arvada West HS,Facility Manager,Outdoor Amenities,3,"We have one field that needs to be leveled and could be used as Aux field but the way it is now its unsafe and we have to pay rental from city to have after school practices. School don't have money and district would not do it. "
302,CO-1420-0378,61,Arvada West HS,Facility Manager,Overall Condition,4,
302,CO-1420-0378,62,Arvada West HS,Facility Manager,Walkways,3,"Some of the sidewalks are in really bad shape and would be nice to replace it for safety and representation of the building "
302,CO-1420-0378,63,Arvada West HS,Facility Manager,Safety & Security,3,"Parking lot lighting is on is last leg especially North student or after school activities entrance "
303,CO-1420-0664,64,Bear Creek HS,School Leader,HVAC,5,
303,CO-1420-0664,65,Bear Creek HS,Facility Manager,HVAC,4,
303,CO-1420-0664,66,Bear Creek HS,Facility Manager,HVAC,4,
303,CO-1420-0664,67,Bear Creek HS,School Leader,Interiors,5,
303,CO-1420-0664,68,Bear Creek HS,Facility Manager,Interiors,4,
303,CO-1420-0664,69,Bear Creek HS,Facility Manager,Interiors,4,
303,CO-1420-0664,70,Bear Creek HS,School Leader,Other Issues,,"The asphalt in several of our lots is in pretty rough shape, but I imagine we're on some kind of a rotation. I'd love to just know a little more about this process. "
303,CO-1420-0664,71,Bear Creek HS,Facility Manager,Other Issues,,"Boys locker room lockers need replaced, only have 3 locker rooms, could use a 4th"
303,CO-1420-0664,72,Bear Creek HS,Facility Manager,Other Issues,,"Boys Locker Room, Lockers are all destroyed and most don't work. Lots of roof leaks in certain parts of the building."
303,CO-1420-0664,73,Bear Creek HS,School Leader,Teaching Space,5,
303,CO-1420-0664,74,Bear Creek HS,Facility Manager,Teaching Space,4,
303,CO-1420-0664,75,Bear Creek HS,Facility Manager,Teaching Space,4,
303,CO-1420-0664,76,Bear Creek HS,School Leader,Water Intrusion,4,
303,CO-1420-0664,77,Bear Creek HS,Facility Manager,Water Intrusion,4,
303,CO-1420-0664,78,Bear Creek HS,Facility Manager,Water Intrusion,5,
303,CO-1420-0664,79,Bear Creek HS,School Leader,Outdoor Amenities,5,
303,CO-1420-0664,80,Bear Creek HS,Facility Manager,Outdoor Amenities,4,
303,CO-1420-0664,81,Bear Creek HS,Facility Manager,Outdoor Amenities,4,
303,CO-1420-0664,82,Bear Creek HS,School Leader,Overall Condition,5,
303,CO-1420-0664,83,Bear Creek HS,Facility Manager,Overall Condition,4,
303,CO-1420-0664,84,Bear Creek HS,Facility Manager,Overall Condition,4,
303,CO-1420-0664,85,Bear Creek HS,School Leader,Walkways,5,
303,CO-1420-0664,86,Bear Creek HS,Facility Manager,Walkways,4,
303,CO-1420-0664,87,Bear Creek HS,Facility Manager,Walkways,4,
303,CO-1420-0664,88,Bear Creek HS,School Leader,Safety & Security,5,
303,CO-1420-0664,89,Bear Creek HS,Facility Manager,Safety & Security,3,the secure entrance is not wide enough between doors
303,CO-1420-0664,90,Bear Creek HS,Facility Manager,Safety & Security,3,"The secure entrance is not sufficient, only 5 feet between doors "
510,CO-1420-0660,91,Bear Creek K-8,School Leader,HVAC,3,In some areas of our school it is REALLY HOT and some areas it is really COLD. Especially as it gets very warm the AC struggles in classrooms to maintain a cool temp. And then when it is winter some of the classrooms are really cold and some are really hot.
510,CO-1420-0660,92,Bear Creek K-8,School Leader,Interiors,2,"The walls in our building have giant cracks that run vertically from floor to ceiling. There are many areas of the building that need to be fixed and repaired due to flooding that has occurred. We have two different carpets in our building, we have cracked tiles in the hallway."
510,CO-1420-0660,93,Bear Creek K-8,School Leader,Other Issues,,"We are constantly receiving complaints about our large parking lot and how it does not support a flow of traffic during pick up and drop off. Parents complain about the traffic flow on Dartmouth and how they can not safely pick up their students. "
510,CO-1420-0660,94,Bear Creek K-8,School Leader,Teaching Space,4,
510,CO-1420-0660,95,Bear Creek K-8,School Leader,Water Intrusion,1,"We have classrooms  all over the building that have stained ceiling tiles from water, we have classrooms that have huge vertical cracks in the walls. When it rains really hard, the front door leaks and the carpet on the inside becomes fully saturated. "
510,CO-1420-0660,96,Bear Creek K-8,School Leader,Outdoor Amenities,1,"Our playgrounds were installed the year the building was built. They are old and are breaking down. I have been in the building for 3 years and two of our play structures have broken, and one was removed this summer due to safety concerns. "
510,CO-1420-0660,97,Bear Creek K-8,School Leader,Overall Condition,2,"I think our building is in poor/fair condition. It is outdated with furniture, flooring, and paint. Our playgrounds are breaking and I think our school could use a serious overhaul. "
510,CO-1420-0660,98,Bear Creek K-8,School Leader,Walkways,4,
510,CO-1420-0660,99,Bear Creek K-8,School Leader,Safety & Security,4,
201,CO-1420-0694,100,Bell MS,Facility Manager,HVAC,3,
201,CO-1420-0694,101,Bell MS,Facility Manager,HVAC,2,"The building is hacked together,some spaces work some dont hot and cold. diffrent levles diffrent temps. Units always need repair."
201,CO-1420-0694,102,Bell MS,Facility Manager,Interiors,1,tiles are crumbling all over the place
201,CO-1420-0694,103,Bell MS,Facility Manager,Interiors,2,I have moving walls that where left from prevouse constructions. walls that seperate from the floor up to 3-4 inches. Floors that have buckeled. cracked tiles all over and especialy where the floor is uneven. the tile in cafe is pretty new and crumbles along the wall. really great contruction. smh
201,CO-1420-0694,104,Bell MS,Facility Manager,Other Issues,,Drainage and landscape. I feel this could be fixed
201,CO-1420-0694,105,Bell MS,Facility Manager,Other Issues,,"The plummbing of the building is atrociose. I have toilets that cant be fixed because there are no shut offs for them. They had to add a shut to replace a sink. That was just a sink. "
201,CO-1420-0694,106,Bell MS,Facility Manager,Teaching Space,4,
201,CO-1420-0694,107,Bell MS,Facility Manager,Teaching Space,3,Im indifrent with this.
201,CO-1420-0694,108,Bell MS,Facility Manager,Water Intrusion,1,
201,CO-1420-0694,109,Bell MS,Facility Manager,Water Intrusion,1,There are roof leaks all over. pipes that need upated as fittings are old and dry. outside the drainage of water is impossible. 1 shed floods and is unable to store anything. water blows in the building when the wind blows.
201,CO-1420-0694,110,Bell MS,Facility Manager,Outdoor Amenities,4,
201,CO-1420-0694,111,Bell MS,Facility Manager,Outdoor Amenities,3,There are parts that are delapitaed. I and landscape having working diligently to get them where they should be for sports and BU.
201,CO-1420-0694,112,Bell MS,Facility Manager,Overall Condition,3,
201,CO-1420-0694,113,Bell MS,Facility Manager,Overall Condition,2,"Thats a loaded statment. The building does what jeffco wants it to,and we need middle schools as you guys are throwing our kids to the wolfs essentialy by send them to HS in the 6th grade. "
201,CO-1420-0694,114,Bell MS,Facility Manager,Walkways,1,"concrete is crumbling around the cafe, stair rail in the front entrace has eroded from the concrete in the front."
201,CO-1420-0694,115,Bell MS,Facility Manager,Walkways,1,delapated and falling apart all stairs and stair rails. Sidewalks uneven and broken concrete
201,CO-1420-0694,116,Bell MS,Facility Manager,Safety & Security,3,
201,CO-1420-0694,117,Bell MS,Facility Manager,Safety & Security,5,
102,CO-1420-0724,118,Belmar School of Integrated Arts,School Leader,HVAC,3,We have rooms that are so hot throughout the school year and other spaces that are too cold.  We have adjusted but it is a weekly conversation with staff.
102,CO-1420-0724,119,Belmar School of Integrated Arts,Facility Manager,HVAC,2,Would like it if the AC and heating worked a lot better for the whole building instead of one side
102,CO-1420-0724,120,Belmar School of Integrated Arts,School Leader,Interiors,4,
102,CO-1420-0724,121,Belmar School of Integrated Arts,Facility Manager,Interiors,3,"Walls with large cracks starting from the top to the floor in classrooms and principal's office. Carpet could be a lot better than the tile squares as the tile squares tear easily. Entrance to Cafeteria, the tile could look a lot better without the bulging look in the floor."
102,CO-1420-0724,122,Belmar School of Integrated Arts,School Leader,Other Issues,,"The south side of the building is not in good condition.  Families notice and ask questions - it's a large plot of land that is unkempt and unused - dead grass and more.  Our entry is not as secure as some but works for us.  The leaks are the biggest problem.  "
102,CO-1420-0724,123,Belmar School of Integrated Arts,Facility Manager,Other Issues,,
102,CO-1420-0724,124,Belmar School of Integrated Arts,School Leader,Teaching Space,4,
102,CO-1420-0724,125,Belmar School of Integrated Arts,Facility Manager,Teaching Space,3,Would like it if I had a smaller office so I can use my current office as storage for all my equipment and supplies to free up space in the other closets.
102,CO-1420-0724,126,Belmar School of Integrated Arts,School Leader,Water Intrusion,1,"We have significant issues with water leaking into the building.  The art room and principal's office were most recently flooded.  3 years running, the principal's office has had sheets of water pouring into the room - not through the window but the walls.  The repairs are never adequate.  The art room experiences annual flooding as well as a few other spots in the hallways.  Rainstorms bring a lot of leaks."
102,CO-1420-0724,127,Belmar School of Integrated Arts,Facility Manager,Water Intrusion,1,"Leaks in rooms, hallways, and front office. Addressed to roofers and multiple work orders sent in with nothing happening or given a very poor excuse on why it can't be done"
102,CO-1420-0724,128,Belmar School of Integrated Arts,School Leader,Outdoor Amenities,1,"playground is too small - we receive complaints every year.  Last year we had 67% of students choosing our school over their home school - parents report huge playgrounds and play areas at other schools and they aren't wrong.  Our new playground was one of the first and it is extremely small.  The back area of the school contains a dilapidated basketball court and a large pea gravel pile with railroad ties. "
102,CO-1420-0724,129,Belmar School of Integrated Arts,Facility Manager,Outdoor Amenities,2,"Blacktop needs cracks filled and have fun spaces repainted, Lower area needs raising as it collects water and creates massive puddles and massive ice slipping areas in the winter."
102,CO-1420-0724,130,Belmar School of Integrated Arts,School Leader,Overall Condition,4,
102,CO-1420-0724,131,Belmar School of Integrated Arts,Facility Manager,Overall Condition,3,wanted to put 4 but no option for a comment. My building is fair and one of the better looking school's in the articulation area but there could be improvements made to make it better
102,CO-1420-0724,132,Belmar School of Integrated Arts,School Leader,Walkways,3,"They are fine - "
102,CO-1420-0724,133,Belmar School of Integrated Arts,Facility Manager,Walkways,1,sidewalks with large cracks and blacktop parking lot needs to be redone and pot holes filled. work orders have been put in but nothing has been done about it
102,CO-1420-0724,134,Belmar School of Integrated Arts,School Leader,Safety & Security,4,
102,CO-1420-0724,135,Belmar School of Integrated Arts,Facility Manager,Safety & Security,1,"Security lights would be greatly appreciated when the power goes out or when I need to turn lights on in the darkness of the morning or when teachers come in and dont have access to a light key. Fence around playground or park would be nice to keep strangers from crossing over during school hours. We have signs around letting people know that they are not able to access the playground until certain hours, but they usually ignore the sign or pretend it isn't there even if I have seen them access the playground before and even pointed out where signs are."
103,CO-1420-0779,136,Bergen ES,School Leader,HVAC,3,"The new wing has been extremely hot at times.  It is not on the map, as it seems to not be updated.  "
103,CO-1420-0779,137,Bergen ES,Facility Manager,HVAC,3,"The tractor shed doesn't have heat, which makes it difficult to start the tractor and snow equipment during the winter when it's below freezing in the shed overnight. 
"
103,CO-1420-0779,138,Bergen ES,School Leader,Interiors,3,
103,CO-1420-0779,139,Bergen ES,Facility Manager,Interiors,4,
103,CO-1420-0779,140,Bergen ES,School Leader,Other Issues,,
103,CO-1420-0779,141,Bergen ES,Facility Manager,Other Issues,,"I just want to reiterate about Security. They have an average 40-60 minute response time, if they even show up. Often times I'm told that there won't be anyone who can come within an hour, and while sometimes Security will contact the police if it's needed, often times our calls are just ignored. "
103,CO-1420-0779,142,Bergen ES,School Leader,Teaching Space,4,
103,CO-1420-0779,143,Bergen ES,Facility Manager,Teaching Space,3,"We have the exact number of rooms to get by, without any extra spaces for small groups, or extra classrooms if our student population ever increases. 

Our cafeteria is also way too small, especially when we have two grades of three grades each in there at a time, which we have to do for time. "
103,CO-1420-0779,144,Bergen ES,School Leader,Water Intrusion,3,"The downspouts at the new addition flood but I believe it is being worked on this summer.  "
103,CO-1420-0779,145,Bergen ES,Facility Manager,Water Intrusion,1,"The entire south-facing side of our building floods every time it rains or snows. From the far west side, to the south and south/west. We have to use flood barriers to keep the water from flooding under the doors. "
103,CO-1420-0779,146,Bergen ES,School Leader,Outdoor Amenities,2,"Our playground has many cracks in the pavement that have been resealed and are cracking again.  It is always a hazard for small feet.  Our equipment is very outdated on our playground, as well.  "
103,CO-1420-0779,147,Bergen ES,Facility Manager,Outdoor Amenities,4,
103,CO-1420-0779,148,Bergen ES,School Leader,Overall Condition,4,
103,CO-1420-0779,149,Bergen ES,Facility Manager,Overall Condition,4,
103,CO-1420-0779,150,Bergen ES,School Leader,Walkways,4,
103,CO-1420-0779,151,Bergen ES,Facility Manager,Walkways,4,
103,CO-1420-0779,152,Bergen ES,School Leader,Safety & Security,5,
103,CO-1420-0779,153,Bergen ES,Facility Manager,Safety & Security,1,"We don't have 100% camera coverage around our building, with a blind spot around the back. 
Not all of our hallways have cameras, which has been an issue, as well as with our cafeteria and gym. 
We have exterior doors that don't always latch, and staff that don't check them, which allows unauthorized people entry. 
Our fence around our field doesn't extend to the road, which allows students to freely run to the road when at recess. 
We had construction that ended at the beginning of the 2024-2025 school year, and out exterior lighting still has not been fixed. 
Our red and blue lockdown and secure strobe lights in the gym and cafeteria don't work. 

Also, it is extremely difficult to contact Security. We will often be put on hold before reaching a dispatcher, and the average response time is between 40-60 minutes. This also extends to the police, who have up to a 20 minute response time. 
Our Principal Dispatch radio also doesn't work in our building, making it useless in an emergency. 

Note: The map marker moves the marker after I hit 'enter', making it inaccurate. "
104,CO-1420-0951,154,Blue Heron ES,School Leader,HVAC,2,"The temperature throughout the building is always very inconsistent. Room 180 requires staff and students to be in coats almost year around. Room 133 is always sweating hot and the hallways that include rooms 100-125 are also very warm. In the main office we have heaters going almost year around. "
104,CO-1420-0951,155,Blue Heron ES,Facility Manager,HVAC,1,
104,CO-1420-0951,156,Blue Heron ES,School Leader,Interiors,2,"Our hallway carpet it extremely thin. Our trim is falling off and many of our bathroom counters are falling apart. "
104,CO-1420-0951,157,Blue Heron ES,Facility Manager,Interiors,1,
104,CO-1420-0951,158,Blue Heron ES,School Leader,Other Issues,,
104,CO-1420-0951,159,Blue Heron ES,Facility Manager,Other Issues,,
104,CO-1420-0951,160,Blue Heron ES,School Leader,Teaching Space,5,
104,CO-1420-0951,161,Blue Heron ES,Facility Manager,Teaching Space,4,
104,CO-1420-0951,162,Blue Heron ES,School Leader,Water Intrusion,3,"We have sandbags by multiple exterior doors due to water leaking under the door, especially after snow. The exterior door in the hallway next to the gym is the biggest issue. "
104,CO-1420-0951,163,Blue Heron ES,Facility Manager,Water Intrusion,1,
104,CO-1420-0951,164,Blue Heron ES,School Leader,Outdoor Amenities,4,
104,CO-1420-0951,165,Blue Heron ES,Facility Manager,Outdoor Amenities,1,
104,CO-1420-0951,166,Blue Heron ES,School Leader,Overall Condition,3,We need new carpet.
104,CO-1420-0951,167,Blue Heron ES,Facility Manager,Overall Condition,1,
104,CO-1420-0951,168,Blue Heron ES,School Leader,Walkways,4,
104,CO-1420-0951,169,Blue Heron ES,Facility Manager,Walkways,1,
104,CO-1420-0951,170,Blue Heron ES,School Leader,Safety & Security,4,
104,CO-1420-0951,171,Blue Heron ES,Facility Manager,Safety & Security,3,
513,CO-1420-0952,172,Bradford K-8 North,Facility Manager,HVAC,4,
513,CO-1420-0952,173,Bradford K-8 North,Facility Manager,Interiors,5,
513,CO-1420-0952,174,Bradford K-8 North,Facility Manager,Other Issues,,none at this time
513,CO-1420-0952,175,Bradford K-8 North,Facility Manager,Teaching Space,5,
513,CO-1420-0952,176,Bradford K-8 North,Facility Manager,Water Intrusion,5,
513,CO-1420-0952,177,Bradford K-8 North,Facility Manager,Outdoor Amenities,5,
513,CO-1420-0952,178,Bradford K-8 North,Facility Manager,Overall Condition,5,
513,CO-1420-0952,179,Bradford K-8 North,Facility Manager,Walkways,5,
513,CO-1420-0952,180,Bradford K-8 North,Facility Manager,Safety & Security,5,
512,CO-1420-0950,181,Bradford K-8 South,School Leader,HVAC,2,The gym is still a swamp cooler while the rest of the building is AC and there for does not run effectively. We also have had many issues with the system since having it upgraded just a year ago.
512,CO-1420-0950,182,Bradford K-8 South,School Leader,Interiors,1,"Need new carpet in classrooms it is original to building. also in music, art and library. "
512,CO-1420-0950,183,Bradford K-8 South,School Leader,Other Issues,,"Not currently. "
512,CO-1420-0950,184,Bradford K-8 South,School Leader,Teaching Space,4,
512,CO-1420-0950,185,Bradford K-8 South,School Leader,Water Intrusion,4,
512,CO-1420-0950,186,Bradford K-8 South,School Leader,Outdoor Amenities,1,"black top is in bad shape, playground on west side of building needs updating "
512,CO-1420-0950,187,Bradford K-8 South,School Leader,Overall Condition,3,"items already stated. "
512,CO-1420-0950,188,Bradford K-8 South,School Leader,Walkways,4,
512,CO-1420-0950,189,Bradford K-8 South,School Leader,Safety & Security,3,"We need more cameras in the back hallways and behind the school. "
304,CO-1420-0965,190,Brady Exploration School,School Leader,HVAC,4,
304,CO-1420-0965,191,Brady Exploration School,Facility Manager,HVAC,4,
304,CO-1420-0965,192,Brady Exploration School,School Leader,Interiors,4,
304,CO-1420-0965,193,Brady Exploration School,Facility Manager,Interiors,4,
304,CO-1420-0965,194,Brady Exploration School,School Leader,Other Issues,,"We are wanting to have a more secure set-up for a gate near the woodshop so that we can open the garage to the woodshop more regularly without impacting building security. We are wanting to expand and add two classrooms into our gym/secondary building, but was told it may devalue the building if we updated the two rooms and made them classrooms."
304,CO-1420-0965,195,Brady Exploration School,Facility Manager,Other Issues,,"Currently our flooring in the woodshop has carpet. I was wondering if this can change to actual floor either to wood floor or the concrete that probably is under the carpet. Also, the stairs that lead outside into the basement need a gate. Anyone can access that area. Most of the time our students work on assignments on that area.  "
304,CO-1420-0965,196,Brady Exploration School,School Leader,Teaching Space,4,
304,CO-1420-0965,197,Brady Exploration School,Facility Manager,Teaching Space,4,
304,CO-1420-0965,198,Brady Exploration School,School Leader,Water Intrusion,4,
304,CO-1420-0965,199,Brady Exploration School,Facility Manager,Water Intrusion,5,
304,CO-1420-0965,200,Brady Exploration School,School Leader,Outdoor Amenities,4,
304,CO-1420-0965,201,Brady Exploration School,Facility Manager,Outdoor Amenities,4,
304,CO-1420-0965,202,Brady Exploration School,School Leader,Overall Condition,4,
304,CO-1420-0965,203,Brady Exploration School,Facility Manager,Overall Condition,4,
304,CO-1420-0965,204,Brady Exploration School,School Leader,Walkways,5,
304,CO-1420-0965,205,Brady Exploration School,Facility Manager,Walkways,4,
304,CO-1420-0965,206,Brady Exploration School,School Leader,Safety & Security,4,
304,CO-1420-0965,207,Brady Exploration School,Facility Manager,Safety & Security,4,
105,CO-1420-1244,208,Campbell Preschool,School Leader,HVAC,3,"As this is an old building, some areas are very warm and some are very cold. Our heating and cooling system works but not in a way that is systemic throughout the building. We have continued complaints from staff and our FM addresses these immediately and puts in work orders if needed."
105,CO-1420-1244,209,Campbell Preschool,School Leader,Interiors,3,"The carpet in the north wing is not in good condition. The walls in the cafeteria, where they meet the floors, are not in good condition. We have many stained ceiling tiles due to leaks and areas on the walls where water is leaking into rooms and running down the walls."
105,CO-1420-1244,210,Campbell Preschool,School Leader,Other Issues,,
105,CO-1420-1244,211,Campbell Preschool,School Leader,Teaching Space,4,
105,CO-1420-1244,212,Campbell Preschool,School Leader,Water Intrusion,1,"We continue to have multiple leaks in our roof and gutters. If we have a rain storm, water rushes into our cafeteria through the double doors on the north side of the building that enters into the cafeteria. The walls in this area are rotting because of the water that enters. We continue to change ceiling tiles due to the roof leaks."
105,CO-1420-1244,213,Campbell Preschool,School Leader,Outdoor Amenities,3,"We have wonderful play areas for our students and these areas per state licensing regulations must have at least 6 inches of soft surface (mulch). We have to beg every year for more mulch in order to not be written up by our state inspector. We do rake it up regularly but with wind and normal play, it gets beaten down and blown away. When we request more to be added, we always get push back even when we have had it documented by the state and been given a warning by the inspector. I wish our facilities and the state were on the same page so we could be in compliance without begging for the support."
105,CO-1420-1244,214,Campbell Preschool,School Leader,Overall Condition,3,"The roof, gutters, and the doors to the cafeteria from outside are the biggest point of need. "
105,CO-1420-1244,215,Campbell Preschool,School Leader,Walkways,5,
105,CO-1420-1244,216,Campbell Preschool,School Leader,Safety & Security,5,
202,CO-1420-1318,217,Carmody MS,School Leader,HVAC,4,
202,CO-1420-1318,218,Carmody MS,School Leader,Interiors,4,
202,CO-1420-1318,219,Carmody MS,School Leader,Other Issues,,
